"Pāli1"	"POS"	"Grammar"	"Pāli Root"	"Pattern"	"count"	"found"
"āgata"	"pp"	""	"√gam 1 (go)"	"a pp"	"237"	"{'āgato': 120, 'āgataṃ': 52, 'āgatā': 33, 'āgate': 12, 'āgatāni': 8, 'āgatassa': 5, 'āgatāsu': 1, 'āgatānaṃ': 1, 'āgatāyaṃ': 1, 'āgata': 3, 'āgatamhā': 1}"
"anekapariyāyena"	"ind"	"comp"	""	""	"237"	"{'anekapariyāyena': 237}"
"pakkamati"	"pr"	""	"√kam 1 (go)"	"ati pr"	"237"	"{'pakkamati': 115, 'pakkamanti': 28, 'pakkameyya': 28, 'pakkamissati': 43, 'pakkamissanti': 5, 'pakkama': 4, 'pakkamissāmi': 3, 'pakkamatu': 3, 'pakkamissasi': 2, 'pakkameyyaṃ': 2, 'pakkamate': 1, 'pakkame': 1, 'pakkamatha': 1, 'pakkamāmi': 1}"
"paṭissutvā"	"abs"	""	"√su 4 (hear)"	""	"237"	"{'paṭissutvā': 237}"
"pure"	"ind"	""	""	""	"237"	"{'pure': 237}"
"mogha"	"adj"	""	"√muh 3 (be deluded, confused)"	"a adj"	"235"	"{'mogho': 22, 'moghaṃ': 205, 'moghassa': 3, 'moghā': 2, 'moghāni': 1, 'mogha': 2}"
"paññavant"	"adj"	""	"√ñā 5 (know)"	"ant adj"	"235"	"{'paññavā': 127, 'paññavanto': 31, 'paññavatā': 31, 'paññavantehi': 20, 'paññavato': 18, 'paññavantaṃ': 6, 'paññavantassa': 1, 'paññavatī': 1}"
"a"	"abbrev"	""	""	""	"234"	"{'a': 234}"
"paññāvimutti"	"fem"	"comp"	""	"i fem"	"234"	"{'paññāvimuttiṃ': 227, 'paññāvimuttiyā': 6, 'paññāvimutti': 1}"
"pariyāyena"	"ind"	""	"√i 1 (come, go)"	""	"234"	"{'pariyāyena': 234}"
"cakkavattī"	"masc"	"comp"	""	"ī masc"	"233"	"{'cakkavattī': 140, 'cakkavattissa': 59, 'cakkavattiṃ': 19, 'cakkavatti': 11, 'cakkavattimhi': 3, 'cakkavattino': 1}"
"pada"	"nt"	""	"√pad 3 (go, step)"	"a nt"	"233"	"{'padaṃ': 137, 'padehi': 33, 'pade': 22, 'padāni': 13, 'padena': 11, 'padā': 8, 'padānaṃ': 4, 'padesu': 3, 'pada': 2}"
"pariyesati"	"pr"	""	"√es 1 (seek, search)"	"ati pr"	"233"	"{'pariyesati': 163, 'pariyesa': 17, 'pariyesanti': 12, 'pariyesāmi': 14, 'pariyeseyyaṃ': 6, 'pariyesante': 4, 'pariyesissāmi': 4, 'pariyeseyya': 3, 'pariyesissanti': 3, 'pariyesatu': 2, 'pariyesantu': 2, 'pariyesatha': 1, 'pariyesissatha': 1, 'pariyesāma': 1}"
"evaṃvādī"	"adj"	"comp"	""	"ī adj"	"232"	"{'evaṃvādino': 147, 'evaṃvādī': 63, 'evaṃvādiṃ': 11, 'evaṃvādīsu': 4, 'evaṃvādīnaṃ': 4, 'evaṃvādinī': 3}"
"paribhuñjati"	"pr"	""	"√bhuj 2 (use, eat, enjoy)"	"ati pr"	"232"	"{'paribhuñjati': 127, 'paribhuñjanti': 28, 'paribhuñjeyya': 15, 'paribhuñjāmi': 13, 'paribhuñjatu': 7, 'paribhuñjissanti': 10, 'paribhuñjāma': 4, 'paribhuñjissasi': 3, 'paribhuñja': 3, 'paribhuñjasi': 3, 'paribhuñjissati': 2, 'paribhuñjeyyuṃ': 2, 'paribhuñjantaṃ': 1, 'paribhuñjissatha': 1, 'paribhuñjeyyāsi': 1, 'paribhuñjeyyātha': 1, 'paribhuñjissāma': 1, 'paribhuñjare': 1, 'paribhuñjissāmi': 6, 'paribhuñjantu': 3}"
"paṭijānāti"	"pr"	""	"√ñā 5 (know)"	"āti pr"	"232"	"{'paṭijānāti': 144, 'paṭijānanti': 29, 'paṭijānāmi': 19, 'paṭijānāsi': 9, 'paṭijānissanti': 8, 'paṭijānissati': 5, 'paṭijānātha': 3, 'paṭijāneyyaṃ': 3, 'paṭijānissasi': 6, 'paṭijānare': 2, 'paṭijāneyya': 2, 'paṭijānissāmi': 1, 'paṭijānataṃ': 1}"
"pītisukha"	"nt"	"comp"	""	"a nt"	"231"	"{'pītisukhaṃ': 177, 'pītisukhena': 54}"
"ajānanta"	"prp"	""	"√ñā 5 (know)"	"anta prp"	"230"	"{'ajānantassa': 52, 'ajānaṃ': 42, 'ajānatā': 29, 'ajānantā': 28, 'ajānato': 26, 'ajānanto': 17, 'ajānataṃ': 18, 'ajānantena': 6, 'ajānantiyā': 5, 'ajānantī': 4, 'ajānantaṃ': 2, 'ajānantehi': 1}"
"bhāvetabba"	"ptp"	""	"√bhū 1 (be)"	"a ptp"	"230"	"{'bhāvetabbā': 180, 'bhāvetabbo': 28, 'bhāvetabbaṃ': 18, 'bhāvetabbāni': 4}"
"chindati"	"pr"	""	"√chid 2 (cut, steal)"	"ati pr"	"230"	"{'chindanti': 55, 'chindati': 46, 'chindeyya': 38, 'chindante': 34, 'chindatha': 16, 'chindeyyuṃ': 14, 'chinde': 7, 'chinda': 7, 'chindāma': 5, 'chindantaṃ': 2, 'chindantu': 2, 'chindissanti': 1, 'chindāmi': 1, 'chindeyyaṃ': 1, 'chindissāma': 1}"
"vara"	"adj"	""	"√var 8 (wish, choose)"	"a adj"	"230"	"{'varaṃ': 181, 'vare': 16, 'varo': 8, 'varānaṃ': 8, 'varā': 5, 'vara': 10, 'varassa': 1, 'varato': 1}"
"mahapphala"	"adj"	"comp"	""	"a adj"	"229"	"{'mahapphalā': 97, 'mahapphalaṃ': 85, 'mahapphalo': 43, 'mahapphalāni': 4}"
"nisīdati"	"pr"	""	"√sad 1 (sink, sit, settle)"	"ati pr"	"229"	"{'nisīdati': 107, 'nisīdanti': 20, 'nisīda': 16, 'nisīdatu': 15, 'nisīdeyya': 12, 'nisīdāmi': 10, 'nisīdatha': 9, 'nisīdissati': 7, 'nisīdantu': 2, 'nisīdissanti': 2, 'nisīdissasi': 2, 'nisīde': 2, 'nisīdissāmi': 22, 'nisīdāma': 1, 'nisīdāhi': 1, 'nisīdassu': 1}"
"seṭṭha"	"adj"	""	""	"a adj"	"229"	"{'seṭṭho': 154, 'seṭṭhaṃ': 34, 'seṭṭhā': 18, 'seṭṭha': 19, 'seṭṭhena': 1, 'seṭṭhato': 1, 'seṭṭhe': 1, 'seṭṭhassa': 1}"
"rattiṃ"	"ind"	""	""	""	"228"	"{'rattiṃ': 228}"
"tenupasaṅkamati"	"pr"	"comp vb"	""	"ati pr"	"228"	"{'tenupasaṅkama': 48, 'tenupasaṅkamatu': 34, 'tenupasaṅkamissāma': 51, 'tenupasaṅkameyyāma': 26, 'tenupasaṅkameyyaṃ': 35, 'tenupasaṅkamanti': 8, 'tenupasaṅkamatha': 7, 'tenupasaṅkamante': 5, 'tenupasaṅkameyyuṃ': 4, 'tenupasaṅkamati': 4, 'tenupasaṅkameyya': 4, 'tenupasaṅkamissāmi': 2}"
"dussīla"	"adj"	""	"√sīl 1 (conduct oneself)"	"a adj"	"227"	"{'dussīlo': 97, 'dussīlassa': 69, 'dussīlā': 42, 'dussīle': 7, 'dussīlaṃ': 6, 'dussīlesu': 3, 'dussīlehi': 1, 'dussīlānaṃ': 2}"
"jarā"	"fem"	""	"√jar 1 (age)"	"ā fem"	"227"	"{'jarāya': 115, 'jarā': 73, 'jaraṃ': 36, 'jare': 3}"
"adhamma"	"masc"	"neg"	"√dhar 1 (hold, carry, endure)"	"a masc"	"226"	"{'adhammo': 113, 'adhammena': 66, 'adhammaṃ': 36, 'adhammā': 4, 'adhamme': 4, 'adhamma': 3}"
"ajja"	"ind"	"time"	""	""	"226"	"{'ajja': 226}"
"daṭṭhabba"	"ptp"	""	"√dis 1 (see)"	"a ptp"	"226"	"{'daṭṭhabbaṃ': 151, 'daṭṭhabbā': 22, 'daṭṭhabbo': 52, 'daṭṭhabbena': 1}"
"gārayha"	"adj"	""	"√garah 1 (blame)"	"a adj"	"226"	"{'gārayho': 124, 'gārayhaṃ': 72, 'gārayhā': 29, 'gārayhassa': 1}"
"kātuṃ"	"inf"	""	"√kar 7 (do, make)"	""	"226"	"{'kātuṃ': 226}"
"sutavant"	"adj"	""	"√su 4 (hear)"	"ant adj"	"226"	"{'sutavā': 185, 'sutavato': 35, 'sutavatā': 5, 'sutava': 1}"
"tatha"	"adj"	""	""	"a adj"	"226"	"{'tathāyaṃ': 18, 'tathaṃ': 11, 'tatho': 3, 'tathāni': 3, 'tathāhi': 2, 'tathena': 1, 'tathato': 1, 'tatha': 186}"
"gaṇhāti"	"pr"	""	"√gah 6 (grasp)"	"āti pr"	"225"	"{'gaṇhāti': 106, 'gaṇhanti': 30, 'gaṇhāhi': 31, 'gaṇheyya': 22, 'gaṇheyyaṃ': 7, 'gaṇhāmi': 7, 'gaṇhatha': 5, 'gaṇhe': 4, 'gaṇhāmase': 3, 'gaṇheyyuṃ': 2, 'gaṇhātu': 2, 'gaṇhantaṃ': 1, 'gaṇhāma': 1, 'gaṇhavho': 1, 'gaṇhāsi': 1, 'gaṇhātha': 1, 'gaṇhassu': 1}"
"mutta"	"pp"	""	"√muc 2 (release, free)"	"a pp"	"225"	"{'mutto': 114, 'muttaṃ': 63, 'muttā': 32, 'muttena': 5, 'muttāni': 5, 'muttassa': 4, 'mutte': 2}"
"upādāna"	"nt"	""	"√ādā 3 (take, seize)"	"a nt"	"225"	"{'upādānaṃ': 178, 'upādāne': 13, 'upādānassa': 10, 'upādānānaṃ': 8, 'upādānāni': 7, 'upādānā': 3, 'upādānāya': 3, 'upādānasmiṃ': 2, 'upādānesu': 1}"
"uddiseyya"	"opt"	""	""	"eyya opt"	"225"	""
"pabbajjā"	"fem"	""	"√vaj 1 (go on)"	"ā fem"	"224"	"{'pabbajjaṃ': 101, 'pabbajjā': 61, 'pabbajjāya': 62}"
"pakkāmi"	"aor"	""	"√kam 1 (go)"	"i aor"	"224"	"{'pakkāmi': 200, 'pakkāmiṃ': 4, 'pakkāmuṃ': 4, 'pakkāmī': 16}"
"samāpanna"	"pp"	""	"√pad 3 (go, step)"	"a pp"	"224"	"{'samāpanno': 138, 'samāpannassa': 70, 'samāpannā': 11, 'samāpannaṃ': 5}"
"seyyo"	"ind"	""	""	""	"224"	"{'seyyo': 224}"
"akkhāta"	"pp"	""	"√khā 1 (tell, announce)"	"a pp"	"223"	"{'akkhātā': 111, 'akkhāto': 52, 'akkhātaṃ': 49, 'akkhātāni': 8, 'akkhāte': 3}"
"vaccha"	"masc"	""	""	"a masc"	"223"	"{'vaccha': 194, 'vaccho': 12, 'vacchaṃ': 8, 'vacchassa': 7, 'vacchā': 2}"
"vasati"	"pr"	""	"√vas 1 (live)"	"ati pr"	"223"	"{'vase': 54, 'vasanti': 37, 'vaseyya': 31, 'vasati': 29, 'vasantaṃ': 15, 'vasa': 13, 'vaseyyāma': 6, 'vasissāma': 8, 'vasāmase': 6, 'vasemu': 3, 'vaseyyātha': 2, 'vasissanti': 2, 'vasissāmi': 3, 'vasatu': 2, 'vasasi': 2, 'vasataṃ': 2, 'vasatha': 1, 'vasissatha': 1, 'vasissati': 1, 'vasante': 1, 'vasāmi': 1, 'vasema': 1, 'vaseyyaṃ': 1, 'vasate': 1}"
"anattha"	"masc"	"neg"	"√ar 1 (move, attain)"	"a masc"	"222"	"{'anatthāya': 98, 'anatthaṃ': 64, 'anattho': 56, 'anatthe': 2, 'anatthā': 1, 'anattha': 1}"
"saṃvijjamāna"	"prp"	"pass"	"√vid 3 (be found, exist)"	"māna prp"	"222"	"{'saṃvijjamānā': 189, 'saṃvijjamāno': 32, 'saṃvijjamānesu': 1}"
"thullaccaya"	"masc"	""	""	"a masc"	"222"	"{'thullaccayassa': 173, 'thullaccayā': 19, 'thullaccayena': 12, 'thullaccayānaṃ': 9, 'thullaccayaṃ': 5, 'thullaccaye': 4}"
"uddesa"	"masc"	""	"√dis 1 (point out, explain)"	"a masc"	"222"	"{'uddesaṃ': 94, 'uddesassa': 63, 'uddesā': 33, 'uddeso': 23, 'uddesehi': 4, 'uddesesu': 4, 'uddesena': 1}"
"vadesi"	"aor"	""	"√vad 1 (say, speak)"	"esi aor"	"222"	"{'vadesi': 222}"
"bhabba"	"adj"	""	"√bhū 1 (be)"	"a adj"	"221"	"{'bhabbo': 182, 'bhabbā': 35, 'bhabbe': 1, 'bhabbaṃ': 1, 'bhabbena': 1, 'bhabba': 1}"
"duccarita"	"adj"	""	"√car 1 (act, behave)"	"a adj"	"221"	"{'duccaritaṃ': 190, 'duccaritāni': 19, 'duccaritassa': 5, 'duccarite': 5, 'duccaritānaṃ': 2}"
"khādati"	"pr"	""	"√khād 1 (chew)"	"ati pr"	"221"	"{'khādanti': 52, 'khādati': 39, 'khādeyya': 28, 'khādissāmi': 24, 'khāda': 18, 'khādāma': 12, 'khādeyyuṃ': 11, 'khādeyyaṃ': 6, 'khādāmi': 5, 'khādantaṃ': 4, 'khādantu': 4, 'khādasi': 3, 'khādissati': 2, 'khādatha': 5, 'khādare': 2, 'khāde': 2, 'khādissatha': 1, 'khādassu': 1, 'khādissaṃ': 1, 'khādatu': 1}"
"sudaṃ"	"ind"	""	""	""	"221"	"{'sudaṃ': 221}"
"mahāsamudda"	"masc"	"comp"	""	"a masc"	"220"	"{'mahāsamudde': 110, 'mahāsamuddo': 66, 'mahāsamuddaṃ': 19, 'mahāsamuddesu': 13, 'mahāsamuddassa': 9, 'mahāsamuddato': 2, 'mahāsamuddā': 1}"
"vihareyya"	"opt"	""	""	"eyya opt"	"220"	""
"nigama"	"masc"	""	"√gam 1 (go)"	"a masc"	"219"	"{'nigamaṃ': 80, 'nigamo': 57, 'nigame': 28, 'nigamassa': 18, 'nigamā': 23, 'nigamesu': 10, 'nigamamhi': 2, 'nigamehi': 1}"
"rajanīya"	"adj"	""	"√raj 3 (desire)"	"a adj"	"219"	"{'rajanīyā': 107, 'rajanīyānaṃ': 38, 'rajanīyāni': 19, 'rajanīyo': 14, 'rajanīyehi': 13, 'rajanīyesu': 12, 'rajanīye': 12, 'rajanīyena': 2, 'rajanīyaṃ': 2}"
"āraddhavīriya"	"adj"	"comp"	""	"a adj"	"218"	"{'āraddhavīriyo': 146, 'āraddhavīriyā': 23, 'āraddhavīriyassa': 25, 'āraddhavīriyehi': 10, 'āraddhavīriyena': 6, 'āraddhavīriyaṃ': 4, 'āraddhavīriyānaṃ': 2, 'āraddhavīriye': 2}"
"āsi"	"aor"	""	"√as 1 (be)"	"āsi aor irreg"	"218"	"{'āsi': 83, 'āsiṃ': 107, 'āsuṃ': 28}"
"asīti"	"card"	""	""	"i card"	"218"	"{'asīti': 199, 'asītiyā': 17, 'asītiyo': 1, 'asītiṃ': 1}"
"gihī"	"masc"	""	"√gah 6 (grasp)"	"ī masc"	"218"	"{'gihī': 109, 'gihīnaṃ': 50, 'gihissa': 11, 'gihinā': 7, 'gihīhi': 7, 'gihi': 23, 'gihino': 7, 'gihiṃ': 4}"
"paṭisañcikkhati"	"pr"	""	"√cikkh 1 (show, tell)"	"ati pr"	"218"	"{'paṭisañcikkhati': 218}"
"kāmaguṇa"	"masc"	"comp"	""	"a masc"	"217"	"{'kāmaguṇā': 78, 'kāmaguṇehi': 56, 'kāmaguṇe': 32, 'kāmaguṇānaṃ': 30, 'kāmaguṇesu': 20, 'kāmaguṇo': 1}"
"tadā"	"ind"	"time"	""	""	"217"	"{'tadā': 217}"
"ācikkhati"	"pr"	""	"√cikkh 1 (show, tell)"	"ati pr"	"216"	"{'ācikkhanti': 67, 'ācikkheyya': 62, 'ācikkhati': 25, 'ācikkhate': 18, 'ācikkhissanti': 17, 'ācikkha': 16, 'ācikkhatu': 4, 'ācikkhāmi': 4, 'ācikkhissāmi': 2, 'ācikkhissaṃ': 1}"
"iccha"	"adj"	""	"√is 1 (wish for)"	"a adj"	"216"	"{'icchā': 119, 'icchānaṃ': 23, 'iccho': 16, 'icchāya': 15, 'icche': 11, 'icchaṃ': 32}"
"tibba"	"adj"	""	"√tij 1 (be sharp, bitter)"	"a adj"	"216"	"{'tibbā': 114, 'tibbo': 41, 'tibbaṃ': 32, 'tibbānaṃ': 19, 'tibbāhi': 7, 'tibbāni': 3}"
"vidita"	"pp"	""	"√vid 1 (know)"	"a pp"	"216"	"{'viditā': 124, 'viditaṃ': 48, 'vidito': 39, 'viditena': 3, 'viditāni': 2}"
"adhippeta"	"adj"	""	"√i 1 (come, go)"	"a adj"	"215"	"{'adhippetā': 113, 'adhippeto': 97, 'adhippetaṃ': 5}"
"antara"	"adj"	""	""	"a adj"	"215"	"{'antarā': 82, 'antaraṃ': 46, 'antarāyo': 27, 'antarāyaṃ': 13, 'antare': 27, 'antarena': 14, 'antaramhi': 1, 'antarato': 5}"
"appamāṇa"	"adj"	""	"√mā 5 (measure)"	"a adj"	"215"	"{'appamāṇena': 104, 'appamāṇaṃ': 42, 'appamāṇo': 35, 'appamāṇāni': 19, 'appamāṇā': 15}"
"parama"	"adj"	""	""	"a adj"	"215"	"{'paramaṃ': 57, 'paramena': 41, 'paramāya': 42, 'paramo': 31, 'paramā': 27, 'parame': 6, 'parama': 10, 'paramāni': 1}"
"adhigama"	"masc"	""	"√gam 1 (go)"	"a masc"	"214"	"{'adhigamāya': 206, 'adhigamesu': 4, 'adhigamaṃ': 1, 'adhigamo': 1, 'adhigamena': 1, 'adhigamā': 1}"
"anupasampanna"	"masc"	"neg"	"√pad 3 (go, step)"	"a masc"	"214"	"{'anupasampannassa': 77, 'anupasampanne': 53, 'anupasampannāya': 36, 'anupasampannaṃ': 27, 'anupasampanno': 12, 'anupasampannena': 9}"
"bandhana"	"nt"	""	"√bandh 1 (bind, tie)"	"a nt"	"214"	"{'bandhanaṃ': 118, 'bandhanā': 35, 'bandhanehi': 20, 'bandhanāni': 13, 'bandhanena': 13, 'bandhanasmā': 11, 'bandhane': 3, 'bandhana': 1}"
"saṃvara"	"masc"	""	"√var 1 (cover, dress, restrain)"	"a masc"	"214"	"{'saṃvaraṃ': 79, 'saṃvarāya': 88, 'saṃvaro': 31, 'saṃvarā': 10, 'saṃvarena': 3, 'saṃvara': 2, 'saṃvare': 1}"
"vāda"	"masc"	""	"√vad 1 (say, speak)"	"a masc"	"214"	"{'vādo': 105, 'vādaṃ': 72, 'vādena': 24, 'vādassa': 9, 'vāde': 1, 'vādamhi': 1, 'vādesu': 1, 'vādā': 1}"
"vusita"	"pp"	""	"√vas 1 (live)"	"a pp"	"214"	"{'vusitaṃ': 212, 'vusito': 1, 'vusitāni': 1}"
"khādanīya"	"nt"	""	"√khād 1 (chew)"	"a nt"	"213"	"{'khādanīyaṃ': 157, 'khādanīyena': 43, 'khādanīyāni': 5, 'khādanīye': 4, 'khādanīyānaṃ': 4}"
"samatikkamma"	"ger"	""	"√kam 1 (go)"	""	"213"	"{'samatikkamma': 213}"
"veyyākaraṇa"	"nt"	""	"√kar 7 (do, make)"	"a nt"	"213"	"{'veyyākaraṇaṃ': 81, 'veyyākaraṇena': 37, 'veyyākaraṇāya': 39, 'veyyākaraṇāni': 26, 'veyyākaraṇasmiṃ': 16, 'veyyākaraṇassa': 5, 'veyyākaraṇā': 5, 'veyyākaraṇato': 4}"
"āmasati"	"pr"	""	"√mas 1 (touch, rub)"	"ati pr"	"212"	"{'āmasati': 192, 'āmasanti': 14, 'āmaseyyāsi': 6}"
"appekacca"	"pron"	"comp"	""	"a pron"	"212"	"{'appekacce': 190, 'appekaccāni': 19, 'appekaccaṃ': 2, 'appekaccā': 1}"
"bhiyyo"	"ind"	""	"√bhū 1 (be)"	""	"212"	"{'bhiyyo': 212}"
"caritvā"	"abs"	""	"√car 1 (move, walk)"	""	"212"	"{'caritvā': 212}"
"ssu"	"ind"	""	""	""	"212"	"{'ssu': 212}"
"uttara"	"adj"	""	"√tar 1 (cross)"	"a adj"	"211"	"{'uttarāya': 46, 'uttaro': 41, 'uttaraṃ': 49, 'uttarena': 31, 'uttarā': 16, 'uttara': 15, 'uttarassa': 4, 'uttaresu': 2, 'uttarāyaṃ': 1, 'uttare': 1, 'uttarato': 5}"
"vesālī"	"fem"	"name"	""	"ī fem"	"211"	"{'vesāliyaṃ': 132, 'vesāliṃ': 38, 'vesālī': 31, 'vesāliyā': 10}"
"tava"	"pron"	""	""	"tvaṃ pron"	"210"	""
"paṇītatara"	"adj"	""	"√nī 1 (lead, carry)"	"a adj"	"210"	"{'paṇītataro': 87, 'paṇītatarā': 38, 'paṇītataraṃ': 82, 'paṇītatare': 3}"
"vimokkha"	"masc"	""	"√mokkh 1 (be freed)"	"a masc"	"210"	"{'vimokkho': 93, 'vimokkhaṃ': 52, 'vimokkhā': 42, 'vimokkhe': 8, 'vimokkhesu': 5, 'vimokkhassa': 3, 'vimokkhena': 3, 'vimokkhāya': 3, 'vimokkha': 1}"
"yathābhataṃ"	"ind"	""	""	""	"210"	"{'yathābhataṃ': 210}"
"cakkhumant"	"adj"	""	"√cakkh 1 (see)"	"ant adj"	"209"	"{'cakkhumā': 113, 'cakkhumanto': 67, 'cakkhumatā': 11, 'cakkhumato': 8, 'cakkhuma': 7, 'cakkhumantassa': 2, 'cakkhumatī': 1}"
"handa"	"ind"	""	""	""	"209"	"{'handa': 209}"
"raṭṭhapāla"	"masc"	"comp"	""	"a masc"	"209"	"{'raṭṭhapāla': 79, 'raṭṭhapālo': 63, 'raṭṭhapālassa': 41, 'raṭṭhapālaṃ': 24, 'raṭṭhapāle': 1, 'raṭṭhapālena': 1}"
"sīha"	"masc"	""	""	"a masc"	"209"	"{'sīha': 81, 'sīho': 77, 'sīhassa': 23, 'sīhā': 15, 'sīhena': 6, 'sīhānaṃ': 3, 'sīhaṃ': 3, 'sīhe': 1}"
"addhā"	"ind"	"adv"	""	""	"208"	"{'addhā': 208}"
"pubbenivāsa"	"masc"	"comp"	""	"a masc"	"208"	"{'pubbenivāsaṃ': 201, 'pubbenivāso': 6, 'pubbenivāsāya': 1}"
"ettaka"	"adj"	""	""	"aka adj"	"207"	"{'ettakāni': 79, 'ettakā': 55, 'ettakaṃ': 34, 'ettako': 17, 'ettakamhi': 7, 'ettakena': 6, 'ettakesu': 3, 'ettake': 3, 'ettakehi': 2, 'ettikā': 1}"
"lābhasakkārasiloka"	"masc"	"comp"	""	"a masc"	"207"	"{'lābhasakkārasiloko': 89, 'lābhasakkārasilokena': 68, 'lābhasakkārasilokaṃ': 42, 'lābhasakkārasiloke': 5, 'lābhasakkārasilokassa': 3}"
"mitta"	"masc"	""	"√mitt 1 (be friendly)"	"a masc"	"207"	"{'mitto': 56, 'mittā': 40, 'mitte': 33, 'mittaṃ': 28, 'mittānaṃ': 19, 'mittehi': 12, 'mittesu': 9, 'mittato': 3, 'mittena': 2, 'mittasmiṃ': 2, 'mittassa': 1, 'mitta': 2}"
"kāmesumicchācāra"	"masc"	"comp"	""	"a masc"	"206"	"{'kāmesumicchācārā': 149, 'kāmesumicchācāraṃ': 22, 'kāmesumicchācāro': 16, 'kāmesumicchācāre': 13, 'kāmesumicchācārassa': 6}"
"nisajjā"	"fem"	""	"√sad 1 (sink, sit, settle)"	"ā fem"	"206"	"{'nisajja': 76, 'nisajjaṃ': 76, 'nisajjāya': 48, 'nisajjā': 6}"
"vūpasama"	"masc"	""	"√sam 3 (be calm, tired)"	"a masc"	"206"	"{'vūpasamā': 116, 'vūpasamo': 72, 'vūpasamāya': 16, 'vūpasamaṃ': 2}"
"āgamma"	"ger"	""	"√gam 1 (go)"	""	"205"	"{'āgamma': 205}"
"appahāya"	"ger"	""	"√hā 1 (abandon)"	""	"205"	"{'appahāya': 205}"
"balavant"	"adj"	""	"√bal 1 (be strong, live)"	"ant adj"	"205"	"{'balavā': 164, 'balavanto': 22, 'balavaṃ': 7, 'balavantehi': 3, 'balavatiyā': 2, 'balavantena': 2, 'balavato': 1, 'balavataṃ': 1, 'balavantā': 1, 'balavantaṃ': 1, 'balavante': 1}"
"ekadhamma"	"masc"	"comp"	""	"a masc"	"205"	"{'ekadhammo': 63, 'ekadhamme': 24, 'ekadhammaṃ': 107, 'ekadhammassa': 10, 'ekadhammesu': 1}"
"sandiṭṭhika"	"adj"	""	"√dis 1 (see)"	"a adj"	"205"	"{'sandiṭṭhiko': 83, 'sandiṭṭhikaṃ': 85, 'sandiṭṭhikā': 18, 'sandiṭṭhikehi': 13, 'sandiṭṭhikāni': 4, 'sandiṭṭhikena': 1, 'sandiṭṭhikāya': 1}"
"vihari"	"aor"	""	"√har 1 (live)"	"hari aor"	"205"	"{'vihāsi': 75, 'vihāsiṃ': 67, 'vihariṃsu': 31, 'viharittha': 11, 'vihariṃ': 6, 'vihaṃsu': 5, 'vihari': 4, 'viharimhā': 4, 'vihāsuṃ': 2}"
"vihāsi"	"aor"	"irreg"	"√har 1 (live)"	"hari aor"	"205"	"{'vihāsi': 75, 'vihāsiṃ': 67, 'vihariṃsu': 31, 'viharittha': 11, 'vihariṃ': 6, 'vihaṃsu': 5, 'vihari': 4, 'viharimhā': 4, 'vihāsuṃ': 2}"
"pāripūri"	"fem"	""	"√pūr 1 (fill, fulfil)"	"i fem"	"204"	"{'pāripūriyā': 101, 'pāripūriṃ': 78, 'pāripūrī': 14, 'pāripūri': 11}"
"piṇḍapāta"	"masc"	""	""	"a masc"	"204"	"{'piṇḍapātaṃ': 112, 'piṇḍapātena': 41, 'piṇḍapāto': 31, 'piṇḍapāta': 6, 'piṇḍapāte': 5, 'piṇḍapātā': 4, 'piṇḍapātehi': 4, 'piṇḍapātānaṃ': 1}"
"sāmaṃ"	"ind"	""	""	""	"204"	"{'sāmaṃ': 204}"
"vaḍḍhati"	"pr"	""	"√vaḍḍh 1 (grow, increase)"	"ati pr"	"204"	"{'vaḍḍhati': 113, 'vaḍḍhanti': 48, 'vaḍḍheyyuṃ': 16, 'vaḍḍhissanti': 10, 'vaḍḍhissatha': 5, 'vaḍḍha': 5, 'vaḍḍhāma': 2, 'vaḍḍhante': 2, 'vaḍḍhate': 2, 'vaḍḍheyyaṃ': 1}"
"vicikicchā"	"fem"	"desid"	"√cit 8 (think, intend)"	"ā fem"	"203"	"{'vicikicchā': 106, 'vicikicchāya': 54, 'vicikicchaṃ': 41, 'vicikicchānaṃ': 2}"
"caranta"	"prp"	""	"√car 1 (move, walk)"	"anta prp"	"202"	"{'caraṃ': 40, 'caranto': 39, 'carato': 32, 'carantaṃ': 35, 'caratī': 28, 'carataṃ': 5, 'carantā': 4, 'carante': 3, 'carā': 3, 'carantiṃ': 2, 'carantī': 11}"
"nivesana"	"nt"	""	"√vis 1 (enter)"	"a nt"	"202"	"{'nivesanaṃ': 116, 'nivesane': 47, 'nivesanāni': 29, 'nivesanesu': 4, 'nivesanā': 4, 'nivesanasmiṃ': 1, 'nivesanamhi': 1}"
"pariyodāta"	"adj"	""	"√dā 3 (be pure, clean)"	"a adj"	"202"	"{'pariyodāte': 100, 'pariyodātaṃ': 29, 'pariyodāto': 28, 'pariyodātena': 24, 'pariyodātā': 19, 'pariyodātāni': 2}"
"pāvisi"	"aor"	""	"√vis 1 (enter)"	"i aor"	"202"	"{'pāvisi': 148, 'pāvisiṃ': 30, 'pāvisiṃsu': 9, 'pāvisī': 11, 'pāvisuṃ': 3, 'pāvisimha': 1}"
"anuppatta"	"pp"	""	"√ap 4 (reach, attain)"	"a pp"	"201"	"{'anuppatto': 141, 'anuppattā': 34, 'anuppattaṃ': 13, 'anuppatte': 7, 'anuppattāni': 6}"
"isi"	"masc"	""	""	"i masc"	"201"	"{'isayo': 51, 'isi': 54, 'isiṃ': 27, 'isīnaṃ': 23, 'isī': 13, 'isinaṃ': 9, 'isinā': 8, 'isīhi': 7, 'isino': 5, 'isissa': 2, 'isibhi': 1, 'isībhi': 1}"
