Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio	Feedback
gatta	pp		nt		gacchati					limb (of the body)			√gam 1 a (to go)		√gam + tta	gātra	√gam				AN 3.36	devadūtasuttaṃ	daṇḍa-parāyaṇaṃ pavedhamānaṃ gacchantaṃ āturaṃ gatayobbanaṃ khaṇḍadantaṃ palitakesaṃ vilūnaṃ khalitasiraṃ valitaṃ tilak’āhata-<b>gattan</b>’ti?				AN 7.61	pacalāyamānasuttaṃ	tato tvaṃ, moggallāna, ubho kaṇṇasotāni āviñcheyyāsi, pāṇinā <b>gattāni</b> anumajjeyyāsi.											gatt	a nt	13	9	83		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gatta&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
khādanīya 2	p		nt	ptp	khādati					edible food; raw food; non-staple food; e.g. vegetables; sweets; lit. to be chewed			√khād 1 a (to chew)		√khād + anīya	khādanīya	√khād		(DNa) khādanīyāni nāma piṭṭhakhajjak'ādīni.<br/>(VIN 2.1.35) khādanīyaṃ nāma pañca bhojanāni, yāmakālikaṃ satt'āhakālikaṃ yāvajīvikaṃ ṭhapetvā avasesaṃ khādanīyaṃ nāma.		VIN PAT PC 35	paṭhamapavāraṇā sikkhāpada	yo pana bhikkhu, bhuttāvī pavārito, anatirittaṃ <b>khādanīyaṃ</b> vā bhojanīyaṃ vā khādeyya vā bhuñjeyya vā, pācittiyaṃ.																	khādanīy	a nt	13	9	213		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=khādanīya 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
kukkucca	ps		nt	abstr						worry; uneasiness; anxiety			√kar 7 o (to do, make)		ku + √kar + ta + ya	kaukṛtya	√kṛ				VIN PAT PC 72	vilekhana sikkhāpada	“kiṃ pan'imehi khudd’ānukhuddakehi sikkhāpadehi uddiṭṭhehi, yāva’d’eva <b>kukkuccāya</b> vihesāya vilekhāya saṃvattantī”ti				MN 107	gaṇakamoggallānasuttaṃ	uddhacca-<b>kukkuccaṃ</b> pahāya anuddhato viharati ajjhattaṃ vūpasantacitto, uddhacca-<b>kukkuccā</b> cittaṃ parisodheti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	kukkucc	a nt	13	9	351	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kukkucca&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
kittāvatā	pp		ind	adv, interr						in what way?; to what extent?; in what respect?					ki + tāva + tā	ki + tāvatā					SN 35.82	lokapañhāsuttaṃ	“‘loko, loko’ti, bhante, vuccati. <b>kittāvatā</b> nu kho, bhante, loko’ti vuccatī”ti?				SN 35.70	upavāṇasandiṭṭhikasuttaṃ	‘sandiṭṭhiko dhammo, sandiṭṭhiko dhammo’ti, bhante, vuccati. <b>kittāvatā</b> nu kho, bhante, sandiṭṭhiko dhammo hoti											-		13	9	169		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kittāvatā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
kahaṃ	pp		ind	interr, adv	ka					where?					ka + haṃ	kuha					SN 12.63	puttamaṃsūpamasuttaṃ	ure ca paṭipiseyyuṃ:  ‘<b>kahaṃ</b>, ekaputtaka, <b>kahaṃ</b>, ekaputtakā’ti.				MN 140	dhātuvibhaṅgasuttaṃ	<b>kahaṃ</b> pana, bhikkhu, eta'r'ahi so bhagavā viharati arahaṃ sammāsambuddho'ti.											-		13	9	86		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kahaṃ&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
kasmā	pn		ind	interr, abl sg	ka					why?; lit. from what?; from where?					ka + smā	kasmāt					JA 351	maṇikuṇḍala jātaka	jīno rath’assaṃ maṇikuṇḍale ca, putte ca dāre ca that’eva jīno.<br/>sabbesu bhogesu asesitesu, <b>kasmā</b> na santappasi sokakāle.				SNP 50	cūḷabyūhasuttaṃ<br/>aṭṭhakavaggo 12	yam'āhu saccaṃ tathiyan'ti eke, tam'āhu aññe tucchaṃ musā'ti,<br/>evam'pi vigayha vivādayanti, <b>kasmā</b> na ekaṃ samaṇā vadanti.											-		13	9	124		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kasmā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
kattukāma	p		adj	comp					+acc	intending to do; wanting to make; wishing to cause					kattuṃ + kāma	kartukāma					MN 61	ambalaṭṭhikarāhulovādasuttaṃ	yad'eva tvaṃ, rāhula, kāyena kammaṃ <b>kattu'kāmo</b> ahosi, tad'eva te kāyakammaṃ paccavekkhitabbaṃ																	kattukām	a adj	13	9	42		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kattukāma&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
kaṭṭha 1	ps		nt							stick; plank; log; wood; timber						kāṣṭha					MN 36	mahāsaccakasuttaṃ	seyyathā’pi allaṃ <b>kaṭṭhaṃ</b> sasnehaṃ udake nikkhittaṃ. atha puriso āgaccheyya uttar’āraṇiṃ ādāya — ‘aggiṃ abhinibbattessāmi, tejo pātukarissāmī’ti.				Trad		katvāna <b>kaṭṭham</b>’udaraṃ iva gabbhinīyā, ciñcāya duṭṭha-vacanaṃ janakāya-majjhe, santena soma-vidhinā jitavā mun’indo	Jaya-maṅgala-aṭṭha-gāthā		Protective Recitations							60n	kaṭṭh	a nt	13	9	150	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kaṭṭha 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
uddhaccakukkucca	ps		nt	comp						agitation and uneasiness; distraction and worry					uddhacca + kukkucca	auddhatya + ku + utsuka					AN 1.11-20	nīvaraṇappahāna vaggo	avūpasanta-cittassa, bhikkhave, anuppannañ’c’eva <b>uddhaccakukkuccaṃ</b> uppajjati uppannañ’ca <b>uddhaccakukkuccaṃ</b> bhiyyo-bhāvāya vepullāya saṃvattati				MN 107	gaṇakamoggallānasuttaṃ	<b>uddhaccakukkuccaṃ</b> pahāya anuddhato viharati ajjhattaṃ vūpasantacitto, <b>uddhaccakukkuccā</b> cittaṃ parisodheti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	uddhaccakukkucc	a nt	13	9	120	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=uddhaccakukkucca&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
udāna 1	pp		nt		udāneti					inspired saying; exclamation; one of the nine kinds of suttas; lit. breath up; sigh			√an 1 a (to breath, blow)		ud + √an + *a	udāna	√an		(MNa) somanassañāṇamayikagāthāpaṭisaṃyuttā dveasītisuttantā udānan'ti veditabbā.	one of the nine types of suttas	MN 22	alagaddūpamasuttaṃ	idha ekacce moghapurisā dhammaṃ pariyāpuṇanti—suttaṃ, geyyaṃ, veyyākaraṇaṃ, gāthaṃ, <b>udānaṃ</b>, itivuttakaṃ, jātakaṃ, abbhutadhammaṃ, vedallaṃ.				MN 91	brahmāyusuttaṃ	evaṃ vutte, brahmāyu brāhmaṇo uṭṭh'āyāsanā ek'aṃsaṃ uttarāsaṅgaṃ karitvā, yena bhagavā ten'añjaliṃ paṇāmetvā tikkhattuṃ <b>udānaṃ</b> udāneti											udān	a nt	13	9	171		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=udāna 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
udaka	pp		nt							water			√ud 2 ṃa (to be wet)		√ud + aka	udaka	√ud				AN 3.101	loṇakapallasuttaṃ	seyyathā’pi,…, asu hi, bhante, gaṅgāya nadiyā mahā <b>udaka</b>-kkhandho so amunā loṇakapallena loṇo na assa apeyyo				MN 14	cūḷa dukkhakkhandhasuttaṃ	so tesaṃ bhogānaṃ ārakkh’ādhikaraṇaṃ dukkhaṃ domanassaṃ paṭisaṃvedeti, kin’ti me bhoge n’eva rājāno hareyyuṃ, na corā hareyyuṃ, na aggi daheyya, na <b>udakaṃ</b> vaheyya, na appiyā dāy'ādā hareyyun’ti											udak	a nt	13	9	573		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=udaka&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
indriya 2	p		nt	abstr	indra					features; appearance; lit. belonging to Indra					indra + iya	indriya					SN 22.1	nakulapitusuttaṃ	vippasannāni kho te, gahapati, <b>indriyāni</b>, parisuddho mukhavaṇṇo pariyodāto.																	indriy	a nt	13	9	362	[sound:indriya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=indriya 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
āyu 3	s		nt							long life; longevity			√i 1 a (to come, go)		ā + √i > ay + *u	āyus	√i										DHP 109	sahassavaggo	abhivādana-sīlissa, niccaṃ vuḍḍh’āpacāyino, <br/>cattāro dhammā vaḍḍhanti, <b>āyu</b> vaṇṇo sukhaṃ balaṃ.	Yathā vāri-vahā		Thanksgiving Recitations							40n	āy	u nt	13	9	135	[sound:āyu.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āyu 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
āyu 1	p		nt							life			√i 1 a (to come, go)		ā + √i > ay + *u	āyus	√i				DHP 135	daṇḍavaggo	yathā daṇḍena gopālo, gāvo pājeti gocaraṃ,<br/>evaṃ jarā ca maccu ca, <b>āyuṃ</b> pājenti pāṇinaṃ.																	āy	u nt	13	9	135	[sound:āyu.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āyu 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
āyatana 3	p		nt							support; basis; grounds; lit. stretching out			√yat 1 a (to stretch, strive)		ā + √yat + ana	āyatana	√yat		(SNa) khettaṃ taṃ na hotī'tiādīsu'pi viruhan'aṭṭhena taṃ khettaṃ na hoti, patiṭṭhān'aṭṭhena vatthu na hoti, paccay'aṭṭhena āyatanaṃ na hoti, kāraṇ'aṭṭhena adhikaraṇaṃ na hoti.		AN 5.23	upakkilesasuttaṃ	yassa kassaci ca abhiññāsacchikaraṇīyassa dhammassa cittaṃ abhininnāmeti abhiññāsacchikiriyāya tatra tatr'eva sakkhibhabbataṃ pāpuṇāti sati sati <b>āyatane</b>.																	āyatan	a nt	13	9	190		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āyatana 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
āyatana 2	pp		nt							realm; sphere; dimension; lit. stretching out			√yat 1 a (to stretch, strive)		ā + √yat + ana	āyatana	√yat				MN 137	saḷāyatanavibhaṅgasuttaṃ	‘kudāssu nām’āhaṃ tad’<b>āyatanaṃ</b> upasampajja viharissāmi yadariyā eta’r’ahi <b>āyatanaṃ</b> upasampajja viharantī’ti				MN 137	saḷāyatanavibhaṅgasuttaṃ	atthi, bhikkhave, upekkhā ākās’ānañc’<b>āyatana</b>-nissitā, atthi viññāṇ'añc’<b>āyatana</b>-nissitā, atthi ākiñcaññ’<b>āyatana</b>-nissitā, atthi n’evasaññān’āsaññ’<b>āyatana</b>-nissitā											āyatan	a nt	13	9	190		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āyatana 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
āyatana 1	ps		nt							sense base; sense field; sense range; lit. stretching out			√yat 1 a (to stretch, strive)		ā + √yat + ana	āyatana	√yam				MN 10.13	mahāsatipaṭṭhānasuttaṃ	puna caparaṃ, bhikkhave, bhikkhu dhammesu dhamm’ānupassī viharati chasu ajjhattika-bāhiresu <b>āyatanesu</b>.				SN 12.2	vibhaṅgasuttaṃ	avijjā-paccayā saṅkhārā; saṅkhāra-paccayā viññāṇaṃ; viññāṇa-paccayā nāmarūpaṃ; nāmarūpa-paccayā saḷ'āyatanaṃ; saḷ’<b>āyatana</b>-paccayā phasso; phassa-paccayā vedanā	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	āyatan	a nt	13	9	190	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āyatana 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ahita 2	pp		nt	pp	na dahati	neg				harm; damage; disadvantage; misfortune			√dhā 1 a (to place, support)		na + √dhā > (da)h + ita	ahita	√dhā				AN 3.66	kesamuttisuttaṃ	yadā tumhe attanā’va jāneyyātha — ‘ime dhammā akusalā, ime dhammā sāvajjā, ime dhammā viññu-garahitā, ime dhammā samattā samādinnā <b>ahitāya</b> dukkhāya saṃvattantī’ti, atha tumhe pajaheyyātha				DHP 163	attavaggo	sukarāni asādhūni, attano <b>ahitāni</b> ca, <br/>yaṃ ve hitañ’ca sādhuñ’ca, taṃ ve paramadukkaraṃ.											ahit	a nt	13	9	154		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ahita 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
arahatta	p		nt	abstr	araha					enlightenment; awakened state; lit. worthy state			√arah 1 a (to deserve, be worthy)		√arah + a + tta<br/>araha + tta	arhattva	√arh				DHPa 1.1.1	cakkhupālatthera vatthu	upakaṭṭhāya pavāraṇāya sabb’eva saha paṭisambhidāhi <b>arahattaṃ</b> pāpuṇiṃsu																	arahatt	a nt	13	9	92		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=arahatta&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
amata 1	ps		nt		na marati	neg				deathless state; immortality; ambrosia; drink of immortality; epithet of Nibbāna			√mar 1 a (to die)		na + √mar + ta	amṛta	√mṛ				DHP 021	appamādavaggo	appamādo <b>amata-</b>padaṃ, pamādo maccuno padaṃ.<br/>appamattā na mīyanti, ye pamattā yathā matā. 				Trad		puññāni pakatāni me sukhañ’ca tividhaṃ dentu. khippaṃ pāpetha vo’<b>mataṃ</b>.	Uddissan'ādhiṭṭhānā	Sharing and Aspirations	Sharing of Merits							68n	amat	a nt	13	9	134	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=amata 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
api 5	ns		ind							although; but; however; yet						api					AN 3.81	cūḷanikāsuttaṃ	<b>api</b> ca, udāyi, ānando diṭṭh'eva dhamme parinibbāyissatī'ti				Thai		sādhu no bhante bhagavā sucira-parinibbuto’<b>pi </b>pacchimā-janat’ānukampa-mānasā	Buddh'ādi-āmisa-pūjā	Dedication of Offerings	Homage to the Triple Gem							01n	-		13	9	14455	[sound:api.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=api 5&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
api 4	p		ind	interr						have?; did?; was?						api					SN 4.19	kassakasuttaṃ	<b>api</b>, samaṇa, balībadde addasā’ti?																	-		13	9	14455	[sound:api.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=api 4&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
api 3	pp		ind							if; even if						api					VIN 4.8.205	rājagahaseṭṭhi vatthu	<b>api</b>-ahaṃ marissāmi, n’āhaṃ sakkomi ekena passena satta-māse nipajjitun’ti				VIN PAT SA 8	duṭṭhadosa sikkhāpada	amūlakena pārājikena dhammena anuddhaṃseyya: `<b>app</b>'eva nāma naṃ imamhā brahmacariyā cāveyyan'ti											-		13	9	14455	[sound:api.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=api 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
anādariya	pp		nt	abstr	na ādāra	neg				disrespect; rudeness; contemptuous behaviour			√dar 1 a (to respect, have affection)		na + ā + √dar + a + iya<br/>anādara + iya	anādaraṇa	√dṛ		(VIN 2.1.54) anādariyaṃ nāma dve anādariyāni, puggal'ānādariyañ'ca dhamm'ānādariyañ'ca.<br/>(KVa) anādariye'ti ... tasmā yo bhikkhu upasampannena paññattena vuccamāno tassa vā vacanaṃ akattu'kāmatāya, taṃ vā dhammaṃ asikkhitu'kāmatāya anādariyaṃ karoti, tassa tasmiṃ anādariye pācittiyaṃ.		VIN PAT PC 54	anādariya sikkhāpada	<b>anādariye</b>, pācittiyaṃ. 				AN 10.76	tayodhammasuttaṃ	hirīmā’yaṃ, bhikkhave, ottāpī appamatto hoti. so appamatto samāno bhabbo <b>anādariyaṃ</b> pahātuṃ dovacassataṃ pahātuṃ pāpamittataṃ pahātuṃ.											anādariy	a nt	13	9	99		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=anādariya&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
adhivacana	pp		nt	act					+dat	term (for); name (for); expression (for); epithet (of); designation (for); metaphor			√vac 1 a (to say, speak)		adhi + √vac + ana	adhivacana	√vac				SN 35.241	paṭhamadārukkhandhopamasuttaṃ	'orimaṃ tīran’ti kho chann’etaṃ ajjhattikānaṃ āyatanānaṃ <b>adhivacanaṃ</b>. ‘pārimaṃ tīran’ti kho channetaṃ bāhirānaṃ āyatanānaṃ adhivacanaṃ.				SN 35.247	chappāṇakopamasuttaṃ	“daḷhe khīle vā thambhe vā'ti kho, bhikkhave, kāyagatāya satiyā etaṃ <b>adhivacanaṃ</b>.											adhivacan	a nt	13	9	182		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=adhivacana&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
adhikaraṇa 4	p		nt		adhikaroti					detail; point; technicality; question			√kar 7 o (to do, make)		adhi + √kar + aṇa	adhikaraṇa	√kṛ				MN 140	dhātuvibhaṅgasuttaṃ	paṇḍito, bhikkhave, pukkusāti kulaputto paccapādi dhammass'ānudhammaṃ, na ca maṃ dhamma-<b>adhikaraṇaṃ</b> vihesesi.																	adhikaraṇ	a nt	13	9	124		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=adhikaraṇa 4&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
adhikaraṇa 1	pp		nt		karaṇa					(vinaya) issue; legal process; law-suit; litigation			√kar 7 o (to do, make)		adhi + √kar + aṇa<br/>adhi + karaṇa	adhikaraṇa	√kṛ		(VIN 1.2.8) adhikaraṇaṃ nāma cattāri adhikaraṇāni, vivādādhikaraṇaṃ, anuvādādhikaraṇaṃ, āpattādhikaraṇaṃ, kiccādhikaraṇaṃ.		VIN PAT SA 8	duṭṭhadosa sikkhāpada	tato aparena samayena samanuggāhīyamāno vā asamanuggāhīyamāno vā, amūlakañ’c'eva taṃ <b>adhikaraṇaṃ</b> hoti bhikkhu ca dosaṃ patiṭṭhāti, saṅghādiseso				VIN PAT PC 63	ukkoṭana sikkhāpada	yo pana bhikkhu jānaṃ yathādhammaṃ nihat’<b>ādhikaraṇaṃ</b> punakammāya ukkoṭeyya, pācittiyaṃ.											adhikaraṇ	a nt	13	9	124		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=adhikaraṇa 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
addhāna 2	s		nt		addhā					(long) journey; distance					addhā + na	adhvāna											MN 39	mahāassapurasuttaṃ	bhikkhu yathā iṇaṃ yathā rogaṃ yathā bandhan’āgāraṃ yathā dāsabyaṃ yathā kantār’<b>addhāna</b>-maggaṃ, ime pañca nīvaraṇe appahīne attani samanupassati	Anupubba-sikkhā	The Gradual Training	Teachings							18n	addhān	a nt	13	9	81	[sound:addhāna.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=addhāna 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
atthāya 1	ps		masc	dat sg	attha				+gen	for the purpose (of); for the sake (of); for the benefit (of)			√ar 1 a (to move, attain)		attha + āya	arthatas	√ṛ				SN 47.10	bhikkhunupassayasuttaṃ	“yassa khv’āhaṃ <b>atthāya</b> cittaṃ paṇidahiṃ so me attho abhinipphanno. handa dāni paṭisaṃharāmi”				PAT PK	dhammayuttika-pubbakicca	bhikkhugaṇanā nāma imasmiṃ uposath'agge uposath'<b>atthāya</b> sannipatitā bhikkhū ettakā'ti, bhikkhūnaṃ gaṇanā.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	!atth	a masc	13	9	291	[sound:atthāya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=atthāya 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
aññathatta 2	pp		nt	abstr	aññathā					change of mind; change of opinion; lit. otherwise state					añña + thā + tta<br/>aññatha + tta	anyathātva					VIN 1.2.1	sukkavissaṭṭhi sikkhāpada	atha khv’etaṃ, moghapurisa, appasannānañ’c’eva appasādāya, pasannānañ’ca ekaccānaṃ <b>aññathattāyā</b>”ti.				MN 54.2	potaliyasuttaṃ	taṃ kiṃ maññasi, gahapati, alaṃ nu kho tassa purisassa <b>aññathattāyā</b>”ti?											aññathatt	a nt	13	9	125		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=aññathatta 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
aññathatta 1	p		nt	abstr	aññathā					change; alteration; lit. otherwise state					añña + thā + tta<br/>aññathā + tta	anyathātva					AN 10.29	paṭhamakosalasuttaṃ	rañño'pi kho, bhikkhave, pasenadissa kosalassa atth'eva <b>aññathattaṃ</b> atthi vipariṇāmo. evaṃ passaṃ, bhikkhave, sutavā ariyasāvako tasmim'pi nibbindati.																	aññathatt	a nt	13	9	125		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=aññathatta 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
