ID	Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Phonetic Changes	Derivative	Suffix	Compound	Compound Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Notes SBS	Notes RU	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Source4	Sutta4	Example4	Pali chant 4	English chant 4	Chapter 4	Index	Stem	Pattern	Test	class	count	audio	DPD	Pāli-old	eng-old	move	sync	no. for class filter	Feedback
46780	piṇḍa 1	p		masc		piṇḍeti					ball; lump			√piṇḍ 8 *e (to collect)		√piṇḍ + a		kita	a			piṇḍa	√piḍ						SN 22.95	pheṇapiṇḍūpamasuttaṃ	pheṇap<b>iṇḍ</b>'ūpamaṃ rūpaṃ, vedanā bubbuḷ'ūpamā. <br/>marīcik'ūpamā saññā, saṅkhārā kadal'ūpamā. <br/>māy'ūpamañ'ca viññāṇaṃ, desit'ādicca'bandhunā.																							piṇḍ	a masc	15	2	448		√√	piṇḍa 1	ball; lump				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=piṇḍa 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
40001	pāda 4	s		masc		pajjati					base; support			√pad 3 ya (to go, step)		√pad > pād + *a	a > ā	kita	*a			pāda	√pad																								DN 16.21	mahāparinibbānasuttaṃ	seyyath'īdaṃ, cattāro satipaṭṭhānā cattāro sammappadhānā cattāro iddhi<b>pādā</b> pañc'indriyāni pañca balāni satta bojjh'aṅgā ariyo aṭṭh'aṅgiko maggo.	Bodhipakkhiya-dhammā	Requisites for Awakening	Teachings	19n	pād	a masc	15	2	488	[sound:pāda.mp3]	√	pāda 4	base; support				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pāda 4&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
41161	pāṇa 2	p		masc		pa √an					life; lit. breath			√an 1 a (to breath, blow)		pa + √an + a		kita	a			prāṇa	√an			see pāṇa 1			DN 2.32	sāmaññaphalasuttaṃ	upāsakaṃ maṃ bhagavā dhāretu ajja't'agge<b> pāṇ'</b>upetaṃ saraṇaṃ gataṃ.																							pāṇ	a masc	15	2	265		√	pāṇa 2	life; lit. breath	moved		659	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pāṇa 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
46082	paviveka 1	ps		masc		paviviccati					solitude; seclusion			√vic 1 a (to separate)		pa + vi + √vic > vec > vek + *a	i > e<br/>c > k	kita	*a			viveka	√vic						MN 139	araṇavibhaṅgasuttaṃ	idaṃ vuccati nekkhammasukhaṃ <b>paviveka</b>sukhaṃ upasamasukhaṃ sambodhisukhaṃ.				AN 8.53	saṃkhittasuttaṃ	santuṭṭhiyā saṃvattanti, no asantuṭṭhiyā, <b>pavivekāya</b> saṃvattanti, no saṅgaṇikāya	Saṅkhitta-dhamma	The Dhamma in Brief	Teachings													24n	pavivek	a masc	15	2	95	[sound:coming-soon.mp3]	√√	paviveka 1	retirement; solitude; seclusion				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paviveka 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
71063	pariyāya 8	p		masc		pariyeti					order; succession; course; sequence; lit. going around			√i 1 a (to come, go)		pari + [y] + √i > āy + *a	+y	kita	*a			paryāya	√i		(MNa) <b>vasī vitakkapariyāyapathesū</b>'ti vitakkacārapathesu ciṇṇavasī paguṇavasī'ti vuccati.				MN 20	vitakkasaṇṭhānasuttaṃ	ayaṃ vuccati, bhikkhave, bhikkhu vasī vitakka<b>pariyāya</b>pathesu. yaṃ vitakkaṃ ākaṅkhissati taṃ vitakkaṃ vitakkessati, yaṃ vitakkaṃ nākaṅkhissati na taṃ vitakkaṃ vitakkessati.																							pariyāy	a masc	15	2	476	[sound:pariyāya.mp3]	√	pariyāya 8	order; succession; course; sequence; lit. going around				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pariyāya 8&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
43609	pariyāya 5	p		masc		pariyeti					layer; overlay; covering; lit. going around			√i 1 a (to come, go)		pari + [y] + √i > āy + *a	+y	kita	*a			paryāya	√i		(VINa) <b>dvatticchadanassa pariyāyan</b>'ti chadanassa dvattipariyāyaṃ, pariyāyo vuccati parikkhepo, parikkhepadvayaṃ vā parikkhepattayaṃ vā adhiṭṭhātabban'ti attho.				VIN PAT PC 19	mahallakavihāra sikkhāpada	mahallakaṃ pana bhikkhunā vihāraṃ kārayamānena yāva dvārakosā aggaḷaṭṭhapanāya ālokasandhiparikammāya dvatticchadanassa <b>pariyāyaṃ</b>																							pariyāy	a masc	15	2	476	[sound:pariyāya.mp3]	√	pariyāya 5	layer; overlay; covering; lit. going around				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pariyāya 5&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
43606	pariyāya 2	pp		masc		pariyeti					discourse; instruction; teaching; lit. going around			√i 1 a (to come, go)		pari + [y] + √i > āy + *a	+y	kita	*a			paryāya	√i						AN 6.63	nibbedhikasuttaṃ	ayaṃ kho so, bhikkhave, nibbedhika<b>pariyāyo</b> dhamma<b>pariyāyo</b>'ti																SN 36.22	aṭṭhasatasuttaṃ	dve'pi mayā, bhikkhave, vedanā vuttā <b>pariyāyena</b>, tisso'pi mayā vedanā vuttā <b>pariyāyena</b>, pañca'pi mayā vedanā vuttā <b>pariyāyena</b>, cha'pi mayā vedanā vuttā <b>pariyāyena</b>					pariyāy	a masc	15	2	476	[sound:pariyāya.mp3]	√	pariyāya 2	discourse; instruction; explanation; lit. going around				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pariyāya 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
43605	pariyāya 1	p		masc		pariyeti					way; means; method; figure of speech; way of saying; method of presentation; lit. going around			√i 1 a (to come, go)		pari + [y] + √i > āy + *a	+y	kita	*a			paryāya	√i						DN 3.15	ambaṭṭhasuttaṃ	cakkhumanto rūpāni dakkhantī'ti, evam'evaṃ bhotā gotamena aneka<b>pariyāyena</b> dhammo pakāsito.																							pariyāy	a masc	15	2	476	[sound:pariyāya.mp3]	√√	pariyāya 1	way; means; method; figure of speech; way of saying; lit. going around				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pariyāya 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
40133	padesa 1	ppp	18	masc		pa √dis					place; location; region; area			√dis 1 a (to point out, explain)		pa + √dis > des + *a	i > e	kita	*a			pradeśa	√diś						AN 3.71	uposathasuttaṃ	gopālako sāyanhasamaye sāmikānaṃ gāvo niyyātetvā iti paṭisañcikkhati, ajja kho gāvo amukasmiñ'ca amukasmiñ'ca <b>padese </b>cariṃsu				DHP 303	pakiṇṇakavaggo	saddho sīlena sampanno, yasobhogasamappito,<br/>yaṃ yaṃ <b>padesaṃ</b> bhajati, tattha tatth'eva pūjito.																	pades	a masc	15	2	97		√√	padesa 1	place; location; region; area			2018	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=padesa 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
44117	patha 4	ps		masc	in comps	√path					path (of); way (of); means (of); state (of); condition (of)			√path 1 a (to go, move)		√path + a		kita	a			pathin	√path			(PED) very frequent as in comp, where it is sometimes pleonastic, and acts in the function of an abstract formation in˚tā or ˚ttaṃ			TH 259	sāriputtattheragāthā	yo ca papañcaṃ hitvāna, nippapañca<b>pathe</b> rato, <br/>ārādhayī so nibbānaṃ, yogakkhemaṃ anuttaraṃ.				MN 27	cūḷahatthipadopamasuttaṃ	sambādho ghar'āvāso rajo<b>patho</b> abbhokāso pabbajjā.	Anupubba-sikkhā	The Gradual Training	Teachings													18n	path	a masc	15	2	254	[sound:patha.mp3]	√√	patha 4	path of; way of; means of; state of; condition of				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=patha 4&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
36942	nigrodha 1	p		masc		ni √ruh					banyan tree; lit. growing down			√ruh 1 a (to ascend, grow)		ni + [g] + √ruh > rodh + *a	+g	kita	*a			nyagrodha	√ruh						MN 91	brahmāyusuttaṃ	<b>nigrodha</b>parimaṇḍalo kho pana so bhavaṃ gotamo, yāvatakv'assa kāyo tāvatakv'assa byāmo, yāvatakv'assa byāmo tāvatakv'assa kāyo																							nigrodh	a masc	15	2	157		√√	nigrodha 1	banyan tree; lit. growing down				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nigrodha 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
36837	nigama	pp		masc		nigacchati					town; market town; lit. going down			√gam 1 a (to go)		ni + √gam + a		kita	a			nigama	√gam						AN 9.11	sīhanādasuttaṃ	seyyathā'pi caṇḍālakumārako vā caṇḍālakumārikā vā kaḷopihattho nantakavāsī gāmaṃ vā <b>nigamaṃ</b> vā pavisanto nīcacittaṃ'y'eva upaṭṭhapetvā pavisati.				DN 23.5	pāyāsisuttaṃ	labheyya nu kho so coro coraghātesu, āgamentu tāva bhavanto coraghātā, amukasmiṃ me gāme vā <b>nigame</b> vā mitt'āmaccā ñātisālohitā,																	nigam	a masc	15	2	219		√√	nigama	a market town; small town				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nigama&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
36853	nigaṇṭha 2	nn		masc		gaṇṭha					epithet of Mahāvīra; lit. free from ties			√ganth 8 *e (to tie, bind)		ni + √ganth > gaṇṭh + a	nth > ṇṭh	kita	a			nirgrantha	√granth √grath		(SNa) <b>nigaṇṭho</b>'ti nāṭaputto.	"sk nir √grantha ""free from knots""<br/>pāḷi ni √gaṇṭha ""tied down"""			SN 2.30	nānātitthiyasāvakasuttaṃ	pakudhako kātiyāno <b>nigaṇṭho</b>,<br/>ye c'āp'ime makkhalipūraṇāse,<br/>gaṇassa satthāro sāmaññappattā,<br/>na hi nūna te sappurisehi dūre'ti.				SN 2.30	nānātitthiyasāvakasuttaṃ	atha kho nīko devaputto <b>nigaṇṭhaṃ</b> nāṭaputtaṃ ārabbha bhagavato santike imaṃ gāthaṃ abhāsi																	nigaṇṭh	a masc	15	2	313		√√	nigaṇṭha 2	epithet of Mahāvīra; lit. free from ties	moved	11		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nigaṇṭha 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
34881	nāga 4	ns		masc							dragon; drake											nāga							DN 20.2	mahāsamayasuttaṃ	ye <b>nāga</b>rāje sahasā haranti, dibbā dijā pakkhi visuddhacakkhū,<br/>vehāsayā te vanamajjhapattā, citrā supaṇṇā iti tesa nāmaṃ.																Thai		bhummā c'āyantu devā jalathalavisame yakkhagandhabba<b>nāgā</b> tiṭṭhantā santike, yaṃ munivaravacanaṃ sādhavo me suṇantu	Devā-ārādhanā		Protective Recitations	47n	nāg	a masc	15	2	505	[sound:coming-soon.mp3]	√	nāga 4	serpent; dragon; Nāga demon				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nāga 4&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
35427	nanda 3	n		masc		nandati					name of a cowherd; lit. happy			√nand 1 a (to delight, enjoy)	√nand + a > nanda	√nand + a		kita	a			nanda	√nand						SN 35.241	paṭhamadārukkhandhopamasuttaṃ	tena kho pana samayena <b>nando</b> gopālako bhagavato avidūre ṭhito hoti.																							nand	a masc	15	2	200		√	nanda 3	name of a cowherd; lit. happy	moved	11		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nanda 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
35426	nanda 2	nn		masc		nandati					name of an ascetic; Nanda Vaccha; lit. happy			√nand 1 a (to delight, enjoy)	√nand + a > nanda	√nand + a		kita	a			nanda	√nand		(MNa) tattha <b>nando</b>'ti tassa nāmaṃ. <b>vaccho</b>'ti gottaṃ.				MN 36	mahāsaccakasuttaṃ	seyyathidaṃ, <b>nando</b> vaccho, kiso saṃkicco, makkhali gosālo, etehi, bho gotama, acelakā mutt'ācārā hatth'āpalekhanā naehibhaddantikā natiṭṭhabhaddantikā na abhihaṭaṃ na uddissakataṃ na nimantanaṃ sādiyanti				AN 6.57	chaḷabhijātisuttaṃ	tatr'idaṃ, bhante, pūraṇena kassapena paramasukk'ābhijāti paññattā, <b>nando</b> vaccho kiso saṃkicco makkhali gosālo. pūraṇena, bhante, kassapena imā chaḷabhijātiyo paññattā'ti.																	nand	a masc	15	2	200		√√	nanda 2	name of an ascetic; Nanda Vaccha; lit. happy	moved	11		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nanda 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
35425	nanda 1	n		masc		nandati					name of a deity; lit. happy			√nand 1 a (to delight, enjoy)	√nand + a > nanda	√nand + a		kita	a			nanda	√nand						SN 2.27	nandasuttaṃ	ekam'antaṃ ṭhito kho <b>nando</b> devaputto bhagavato santike imaṃ gāthaṃ abhāsi																							nand	a masc	15	2	200		√	nanda 1	name of a deity; lit. happy	moved	11		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nanda 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
70988	dhamma 1.15	s		masc		dharati					duty; obligation			√dhar 1 a (to hold, carry, endure)		√dhar + ma		kita	ma			dharma	√dhṛ		(PVa) tattha <b>ñātidhammo</b>'ti ñātīhi ñātīnaṃ kattabbakaraṇaṃ.																						KHP 7	tirokuṭṭasuttaṃ	so ñāti<b>dhammo</b> ca ayaṃ nidassito, petāna'pūjā ca katā uḷārā. balañ'ca bhikkhūnam'anuppadinnaṃ, tumhehi puññaṃ pasutaṃ anappakan'ti.	Adāsi-me ādi gāthā		Funeral Chants	66n	dhamm	a masc	15	2	12531	[sound:dhamma.mp3]	√	dhamma 16	duty; obligation	moved			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dhamma 1.15&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
18693	dhamma 1.13	p		masc		dharati					religion			√dhar 1 a (to hold, carry, endure)		√dhar + ma	r > m	kita	ma			dharma	√dhṛ						AN 10.176	cundasuttaṃ	yā tā māturakkhitā piturakkhitā mātāpiturakkhitā bhāturakkhitā bhaginirakkhitā ñātirakkhitā gottarakkhitā <b>dhamma</b>rakkhitā sasāmikā saparidaṇḍā antamaso mālāguḷaparikkhittā'pi																							dhamm	a masc	15	2	12531	[sound:dhamma.mp3]	√	dhamma 14	religion		11		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dhamma 1.13&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
19905	dosa 3	p		masc		dussati					defect; corruption; problem			√dus 3 ya (to be angry, corrupt)		√dus > dos + *a	u > o	kita	*a			doṣa	√duṣ						MN 40	cūḷaassapurasuttaṃ	imesaṃ kho ahaṃ, bhikkhave, samaṇamalānaṃ samaṇa<b>dosānaṃ</b> samaṇakasaṭānaṃ āpāyikānaṃ ṭhānānaṃ duggativedaniyānaṃ pahānā samaṇasāmīcippaṭipadaṃ paṭipanno'ti vadāmi.																							dos	a masc	15	2	524	[sound:dosa.mp3]	√√	dosa 3	defect; corruption; problem				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dosa 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
20542	dūta 1	p		masc	pp	davati					messenger; lit. runner			√dū 1 a (to go, run)		√dū + ta		kita	ta			dūta	√du						VIN PAT NP 10	rāja sikkhāpada	bhikkhuṃ pan'eva uddissa rājā vā rājabhoggo vā brāhmaṇo vā gahapatiko vā <b>dūtena</b> cīvaracetāpannaṃ pahiṇeyya																							dūt	a masc	15	2	111		√√	dūta 1	messenger; lit. runner				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dūta 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
18089	dāraka	pp		masc	dimin	dāra					boy; young boy					dāra + ka		taddhita	ka			dāraka							VIN 1.1.3	tatiyapārājikaṃ, vinītavatthu	dutiyo musalo paripatitvā aññatarassa <b>dārakassa</b> matthake avatthāsi. so kālamakāsi.				VIN 1.4.2.4	chabbassasikkhāpada	amhākaṃ pana sakiṃ katāni santhatāni pañca'pi cha'pi vassāni honti, yesaṃ no <b>dārakā</b> uhadanti'pi ummihanti'pi undūrehi'pi khajjanti.																	dārak	a masc	15	2	96		√√	dāraka	boy; young one; child				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dāraka&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
18399	dāyaka 1	nn		masc	agent	dadāti					giver; donor; sponsor			√dā 1 a (to give)		√dā + [y] + aka	+y	kita	aka			dāyaka	√dā						AN 5.35	dānānisaṃsasuttaṃ	puna caparaṃ, sīha, <b>dāyako</b> dānapati yaṃ yad'eva parisaṃ upasaṅkamati, yadi khattiyaparisaṃ yadi brāhmaṇaparisaṃ yadi gahapatiparisaṃ yadi samaṇaparisaṃ, visārado'va upasaṅkamati amaṅkubhūto.				MN 35	cūḷasaccakasuttaṃ	ekam'antaṃ nisinno kho saccako nigaṇṭhaputto bhagavantaṃ etad'avoca, yam'idaṃ, bho gotama, dāne puññañ'ca puññamahī ca taṃ <b>dāyakānaṃ</b> sukhāya hotū'ti.																	dāyak	a masc	15	2	106		√√	dāyaka 1	giver; donor; sponsor	moved	11		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dāyaka 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
17953	daṇḍa 5	p		masc							(of a veena) neck; lit. stick											daṇḍa							SN 35.246	vīṇopamasuttaṃ	doṇiñ'ca paṭicca cammañ'ca paṭicca<b> daṇḍañ</b>'ca paṭicca upadhāraṇe ca paṭicca tantiyo ca paṭicca koṇañ'ca paṭicca purisassa ca tajjaṃ vāyāmaṃ paṭicca																							daṇḍ	a masc	15	2	127		√	daṇḍa 5	(of a veena) neck; lit. stick				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=daṇḍa 5&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
17952	daṇḍa 4	p		masc							punishment; fine											daṇḍa							SN 12.63	puttamaṃsūpamasuttaṃ	seyyathā'pi, bhikkhave, coraṃ āgucāriṃ gahetvā rañño dasseyyuṃ, ayaṃ te, deva, coro āgucārī, imassa yaṃ icchasi taṃ <b>daṇḍaṃ</b> paṇehī'ti.																							daṇḍ	a masc	15	2	127		√	daṇḍa 4	punishment; fine				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=daṇḍa 4&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
17951	daṇḍa 3	p		masc						+loc	violence (towards); lit. stick											daṇḍa							DHP 405	brāhmaṇavaggo	nidhāya <b>daṇḍaṃ</b> bhūtesu, tasesu thāvaresu ca,<br/>yo na hanti na ghāteti, tam'ahaṃ brūmi brāhmaṇaṃ.																							daṇḍ	a masc	15	2	127		√	daṇḍa 3	violence (towards); lit. stick (in)				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=daṇḍa 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
17950	daṇḍa 2	pp		masc							walking stick; staff											daṇḍa							MN 18	madhupiṇḍikasuttaṃ	evaṃ vutte daṇḍapāṇi sakko sīsaṃ okampetvā, jivhaṃ nillāḷetvā, tivisākhaṃ nalāṭikaṃ nalāṭe vuṭṭhāpetvā <b>daṇḍam'</b>olubbha pakkāmi.				AN 3.36	devadūtasuttaṃ	āsītikaṃ vā nāvutikaṃ vā vassasatikaṃ vā jātiyā jiṇṇaṃ gopānasivaṅkaṃ bhoggaṃ <b>daṇḍa</b>parāyaṇaṃ pavedhamānaṃ gacchantaṃ																	daṇḍ	a masc	15	2	127		√√	daṇḍa 2	walking stick				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=daṇḍa 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
59063	tāta	p		masc							father; brother; son											tāta							VIN 1.1.1	paṭhamapārājika	idaṃ te, <b>tāta</b> sudinna, mātu mattikaṃ, itthikāya itthidhanaṃ, aññaṃ pettikaṃ aññaṃ pitāmahaṃ.																							tāt	a masc	15	2	318		√√	tāta	father; brother; son; dear; (friendly or respectful address to someone)				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tāta&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
17441	codaka 1	p		masc	agent	codeti					plaintiff; accuser; complainant; rebuker			√cud 8 *e (to impel, accuse)		√cud > cod + *aka	u > o	kita	*aka			codaka	√cud						AN 10.44	kusinārasuttaṃ	<b>codakena</b> bhikkhunā paraṃ codetu'kāmena evaṃ paccavekkhitabbaṃ, parisuddhakāyasamācāro nu kho'mhi?' parisuddhavacīsamācāro nu kho'mhi?'																							codak	a masc	15	2	103		√√	codaka 1	plaintiff; accuser; complainant				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=codaka 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
17615	cunda 1	p		masc							name of a monk											cunda							AN 10.176	cundasuttaṃ	idha <b>cunda</b> ekacco anabhijjhālu hoti. yaṃ taṃ parassa paravitt'ūpakaraṇaṃ taṃ anabhijjhitā hoti, aho vata yaṃ parassa taṃ mamassā'ti																							cund	a masc	15	2	314		√	cunda 1	name a monk				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=cunda 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
22414	gāma 2	s		masc	in comps						group; class; type; family; lit. collection											grāma													MN 51	kandarakasuttaṃ	so bīja<b>gāma</b>bhūta<b>gāma</b>samārambhā paṭivirato hoti, ekabhattiko hoti ratt'ūparato virato vikālabhojanā	Anupubba-sikkhā	The Gradual Training	Teachings													18n	gām	a masc	15	2	468	[sound:gāma.mp3]	√√	gāma 2	a multitude; class; collection; family				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gāma 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
