Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio	Feedback
yakkha 1	ps		masc							supernatural being; spirit; demon			√yakkh 8 *e (to worship)		√yakkh + a	yakṣa	√yakṣ				SN 1.43	annasuttaṃ	annam'ev'ābhinandanti,<br/>ubhaye devamānusā,<br/>atha ko nāma so <b>yakkho</b>,<br/>yaṃ annaṃ n'ābhinandatī'ti.				Thai		bhummā c’āyantu devā jala-thala-visame <b>yakkha</b>-gandhabba-nāgā tiṭṭhantā santike, yaṃ muni-vara-vacanaṃ sādhavo me suṇantu	Devā-ārādhanā		Protective Recitations							47n	yakkh	a masc	13	2	296	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=yakkha 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
moghapurisa	pp		masc	comp						fool; worthless; useless; stupid person					mogha + purisa	mogha + puruṣa					MN 22	alagaddūpamasuttaṃ	idha ekacce <b>moghapurisā</b> dhammaṃ pariyāpuṇanti—suttaṃ, geyyaṃ, veyyākaraṇaṃ, gāthaṃ, udānaṃ, itivuttakaṃ, jātakaṃ, abbhutadhammaṃ, vedallaṃ.				MN 70	kīṭāgirisuttaṃ	kīva dūr’ev’ime, bhikkhave, <b>moghapurisā</b> apakkantā imamhā dhammavinayā.											moghapuris	a masc	13	2	428		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=moghapurisa&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
moggallāna 2	p		masc		muggala					family name; lit. descendent of Muggala					muggala > moggala + *yāna	maudgalyāyana			(VINa) mahāmoggallāno'ti mahā ca so guṇamahantatāya moggallāno ca gottenā'ti mahāmoggallāno.		AN 7.61	pacalāyamānasuttaṃ	tena kho pana samayena āyasmā mahā-<b>moggallāno</b> magadhesu kallavāḷaputtagāme pacalāyamāno nisinno hoti.																	moggallān	a masc	13	2	298	[sound:moggallāna.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=moggallāna 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
mitta	ps		masc							friend			√mitt 1 a (to be friendly)		√mitt + a	mitra	√mith				MN 2.6	sabbāsavasuttaṃ	yathārūpe anāsane nisinnaṃ yathārūpe agocare carantaṃ; yathārūpe pāpake <b>mitte</b> bhajantaṃ viññū sabrahmacārī pāpakesu ṭhānesu okappeyyuṃ;				Trad		brahma-mārā ca indā ca loka-pālā ca devatā, yamo, <b>mittā</b> manussā ca majjhattā verikā’pi ca, sabbe sattā sukhī hontu.	Uddissan'ādhiṭṭhānā	Sharing and Aspirations	Sharing of Merits							68n	mitt	a masc	13	2	207	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=mitta&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
miga	p		masc							deer						mṛga					JAa 503	sattigumba jātakavaṇṇanā	“yassa passena <b>migo</b> palāyati, tass’eva gīvā”ti																	mig	a masc	13	2	115		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=miga&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
māsa 1	ps		masc							month			√mā 5 nā (to measure)		√mā + sa	māsa	√mā			or from mā 'moon'; related to moon	MN 19	dvedhāvitakkasuttaṃ	seyyathā’pi, bhikkhave, vassānaṃ pacchime <b>māse</b> saradasamaye kiṭṭhasambādhe gopālako gāvo rakkheyya. so tā gāvo tato tato daṇḍena ākoṭeyya paṭikoṭeyya sannirundheyya sannivāreyya.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	vana-ppagumbe yathā phussit’agge,  gimhāna-<b>māse</b> paṭhamasmiṃ gimhe. tath’ūpamaṃ dhamma-varaṃ adesayi,  nibbāna-gāmiṃ paramaṃ hitāya.	Ratana-sutta		Protective Recitations							52n	mās	a masc	13	2	198	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=māsa 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
mārisa	p		masc							venerable; sir						mārṣa				(PED) perhaps identical with mādisa<br/>(lit. like me)	SN 1.1	oghataraṇasuttaṃ	kathaṃ nu tvaṃ, <b>mārisa</b>, ogham'atarī'ti? appatiṭṭhaṃ khv'āhaṃ, āvuso, anāyūhaṃ ogham'atarin'ti.																	māris	a masc	13	2	377		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=mārisa&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
mānusa 2	p		masc		manu					human being; man					manu > mānu + *sa	mānuṣa					DHP 103	sahassavaggo	yo sahassaṃ sahassena, saṅgāme <b>mānuse</b> jine,<br/>ekañ'ca jeyya'm'attānaṃ, sa ve saṅgāmaj'uttamo																	mānus	a masc	13	2	98		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=mānusa 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
maccha	pp		masc							fish						matsya					ITI 76	sukhapatthanāsuttaṃ	“pūti-<b>macchaṃ</b> kus’aggena, yo naro upanayhati. <br/>kusā’pi pūtī vāyanti, evaṃ bāl’ūpasevanā”ti.				MN 39	mahāassapurasuttaṃ	seyyathā’pi pabbatasaṅkhepe udakarahado accho vippasanno anāvilo. tattha cakkhumā puriso tīre ṭhito passeyya sippi-sambukam’pi sakkharakathalam’pi <b>maccha</b>-gumbam’pi, carantam’pi tiṭṭhantam’pi.											macch	a masc	13	2	100		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=maccha&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
macca	pp		masc	ptp	marati					man; mortal man; lit. able to die			√mar 1 a (to die)		√mar + tya	martya	√mṛ				DHP 053	pupphavaggo	yathā'pi puppharāsimhā, kayirā mālāguṇe bahū,<br/>evaṃ jātena <b>maccena</b>, kattabbaṃ kusalaṃ bahuṃ.				DHP 141	daṇḍavaggo	na naggacariyā na jaṭā na paṅkā, n'ānāsakā thaṇḍilasāyikā vā,<br/>rajojallaṃ ukkuṭikappadhānaṃ, sodhenti <b>maccaṃ</b> avitiṇṇakaṅkhaṃ.											macc	a masc	13	2	87		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=macca&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhoga 3	p		masc		bhujati					(of a snake) coil; lit. bend			√bhuj 1 a (to bend)		√bhuj + *a	bhoga	√bhuj				VIN 4.1.49	tiracchānagata vatthu	atha kho so bhikkhu vihāraṃ pavisissāmī’ti kavāṭaṃ paṇāmento addasa sabbaṃ vihāraṃ ahinā puṇṇaṃ, vātapānehi <b>bhoge</b> nikkhante, disvāna bhīto vissaram’akāsi.																	bhog	a masc	13	2	474	[sound:bhoga.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhoga 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhoga 2	p		masc		bhuñjati					pleasure; enjoyment			√bhuj 2 ṃa (to eat, enjoy)		√bhuj > bhog + *a	bhoga	√bhuj				SN 22.80	piṇḍolyasuttaṃ	tath’ūpam’āhaṃ, bhikkhave, imaṃ puggalaṃ vadāmi gihi-<b>bhogā</b> ca parihīno, sāmaññ’atthañ’ca na paripūreti.																	bhog	a masc	13	2	474	[sound:bhoga.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhoga 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bheda 1	n		masc		bhindati				+gen	death; lit. breakup (of)			√bhid 2 ṃa (to break, split)		√bhid > bhed + *a	bheda	√bhid				SNP 48	purābhedasuttaṃ<br/>aṭṭhakavaggo 10	vītataṇho purā <b>bhedā</b>, pubbam'antam'anissito,<br/>vemajjhe n'upasaṅkheyyo, tassa n'atthi purakkhataṃ.																	bhed	a masc	13	2	1076	[sound:bheda.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bheda 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhūta 7	s		masc	in comps	bhavati					non-human being; non-physical being; ghost; lit. become			√bhū 1 a (to be)		√bhū + ta	bhūta	√bhū										SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	yān’īdha <b>bhūtāni</b> samāgatāni,  bhummāni vā yāni va antalikkhe. <br/>sabb’eva bhūtā sumanā bhavantu,  atho'pi sakkacca suṇantu bhāsitaṃ.	Ratana-sutta		Protective Recitations							52n	bhūt	a masc	13	2	329	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhūta 7&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhūta 6	s		masc	in comps	bhavati					the vegetable kingdom; plant; vegetation; lit. grown			√bhū 1 a (to be)		√bhū + ta	bhūta	√bhū										MN 51	kandarakasuttaṃ	so bījagāma-<b>bhūta-</b>gāma-samārambhā paṭivirato hoti, ekabhattiko hoti ratt’ūparato virato vikālabhojanā	Anupubba-sikkhā	The Gradual Training	Teachings							18n	bhūt	a masc	13	2	329	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhūta 6&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhūta 5	s		masc	pp, in comps	bhavati					state; elemental state; element			√bhū 1 a (to be)		√bhū + ta	bhūta	√bhū										SN 12.2	vibhaṅgasuttaṃ	cattāro ca mahā-<b>bhūtā</b>, catunnañ’ca mahā-<b>bhūtānaṃ</b> upādāya-rūpaṃ – idaṃ vuccati rūpaṃ.	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	bhūt	a masc	13	2	329	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhūta 5&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhāradvāja	p		masc	patr	bharadvāja					Brahmin family name; lit. descended from Bharadvāja					bharadvāja > bhāradvāja + *a	bhāradvāja					MN 75	māgaṇḍiyasuttaṃ	disvāna bhāradvājagottaṃ brāhmaṇaṃ etad'avoca, kassa nv'ayaṃ bhoto <b>bhāradvājassa</b> agy'āgāre tiṇasanthārako paññatto, samaṇaseyy'ānurūpaṃ maññe'ti?																	bhāradvāj	a masc	13	2	269		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhāradvāja&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhava 5	p		masc		bhavati					well-being; prosperity; development			√bhū 1 a (to be)		√bhū > bhav + *a	bhava	√bhū		(DHPa) bhavāya vibhavāya cā'ti vuddhiyā ca avuddhiyā ca.		DHP 282	maggavaggo	yogā ve jāyatī bhūri, ayogā bhūrisaṅkhayo,<br/>etaṃ dvedhāpathaṃ ñatvā, <b>bhavāya</b> vibhavāya ca,<br/>tath'āttānaṃ niveseyya, yathā bhūri pavaḍḍhati.																	bhav	a masc	13	2	1156	[sound:bhava.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhava 5&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhaggava	p		masc	patr	bhaggu					family name; lit. from Bhaggu					bhaggu > bhaggav + *a	bhārgava					MN 140	dhātuvibhaṅgasuttaṃ	yena <b>bhaggavo</b> kumbhakāro tenupasaṅkami; upasaṅkamitvā <b>bhaggavaṃ</b> kumbhakāraṃ etad'avoca																	bhaggav	a masc	13	2	95		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhaggava&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
posa	pp		masc							man					purisa > porisa > posa	puruṣa					DHP 125	pāpavaggo	yo appaduṭṭhassa narassa dussati, suddhassa <b>posassa</b> anaṅgaṇassa.<br/>tam’eva bālaṃ pacceti pāpaṃ, sukhumo rajo paṭivātaṃ’va khitto.				TH 244	khadiravaniyarevatattheragāthā	anaṅgaṇassa <b>posassa</b>, niccaṃ sucigavesino. <br/>vāl’agga-mattaṃ pāpassa, abbha-mattaṃ’va khāyati.											pos	a masc	13	2	107		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=posa&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
putta 2	p		masc	in comps						descendant; son of; (used to form diminutives)						putra					AN 4.45	rohitassasuttaṃ	atha kho rohitasso deva-<b>putto</b> abhikkantāya rattiyā abhikkantavaṇṇo kevalakappaṃ jetavanaṃ obhāsetvā yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ abhivādetvā ekam'antaṃ aṭṭhāsi.																	putt	a masc	13	2	716	[sound:putta.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=putta 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
puṇṇa 3	p		masc		pūrati					personal name of a Sakyan monk; Puṇṇa Mantāṇiputta; great disciple of the Buddha; foremost disciple in giving Dhamma talks; lit. full; complete			√pūr 1 a (to fill, fulfil)		√pūr + na	pūrṇa	√pṝ √pṛ		(MNa) tattha puṇṇo'ti tassa therassa nāmaṃ.<br/>(AN1.196) etad'aggaṃ, bhikkhave, mama sāvakānaṃ bhikkhūnaṃ dhammakathikānaṃ yad'idaṃ puṇṇo mantāṇiputto.		MN 24	rathavinītasuttaṃ	evaṃ vutte, āyasmā sāriputto āyasmantaṃ <b>puṇṇaṃ</b> mantāṇiputtaṃ etad'avoca, konāmo āyasmā, kathañ'ca pan'āyasmantaṃ sabrahmacārī jānantī'ti?																	puṇṇ	a masc	13	2	197		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=puṇṇa 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
piṇḍa 2	ps		masc		piṇḍeti					bit of food			√piṇḍ 8 *e (to collect)		√piṇḍ + a	piṇḍa	√piḍ				SNP 37	nālakasuttaṃ<br/>mahāvaggo 11	sa <b>piṇḍa-</b>cāraṃ caritvā, van’antam’abhihāraye, <br/>upaṭṭhito rukkhamūlasmiṃ, āsan’ūpagato muni.				MN 2.4	sabbāsavasuttaṃ	paṭisaṅkhā yoniso <b>piṇḍa</b>-pātaṃ paṭisevāmi n’eva davāya na madāya na maṇḍanāya na vibhūsanāya yāva’d’eva imassa kāyassa ṭhitiyā yāpanāya vihiṃsūparatiyā brahmacariy-ānuggahāya 	Cattaro parikkhāra	The Four Requisites	Reflections							30n	piṇḍ	a masc	13	2	448	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=piṇḍa 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
piṇḍa 1	p		masc		piṇḍeti					ball; lump			√piṇḍ 8 *e (to collect)		√piṇḍ + a	piṇḍa	√piḍ				SN 22.95	pheṇapiṇḍūpamasuttaṃ	‘pheṇa-<b>piṇḍ</b>’ūpamaṃ rūpaṃ, vedanā bubbuḷ’ūpamā. <br/>marīcik’ūpamā saññā, saṅkhārā kadal’ūpamā. <br/>māy’ūpamañ’ca viññāṇaṃ, desit’ādicca’bandhunā.																	piṇḍ	a masc	13	2	448		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=piṇḍa 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pāda 4	s		masc		pajjati					base; support			√pad 3 ya (to go, step)		√pad > pād + *a	pāda	√pad										DN 16.21	mahāparinibbānasuttaṃ	seyyath’īdaṃ — cattāro satipaṭṭhānā cattāro samma-ppadhānā cattāro iddhi-<b>pādā</b> pañc’indriyāni pañca balāni satta bojjh'aṅgā ariyo aṭṭh’aṅgiko maggo.	Bodhipakkhiya-dhammā	Requisites for Awakening	Teachings							19n	pād	a masc	13	2	488	[sound:pāda.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pāda 4&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pāṇa 2	p		masc							life; lit. breath			√an 1 a (to breath, blow)		pa + √an + a	prāṇa	√an				DN 2.32	sāmaññaphalasuttaṃ	upāsakaṃ maṃ bhagavā dhāretu ajja’t’agge<b> pāṇ’</b>upetaṃ saraṇaṃ gataṃ.																	pāṇ	a masc	13	2	265		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pāṇa 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pahāra	p		masc		paharati					punch; blow; strike; stroke			√har 1 a (to carry)		pa + √har > hār + *a	prahāra	√hṛ				VIN PAT PC 74	pahāra sikkhāpada	yo pana bhikkhu bhikkhussa, kupito anattamano, <b>pahāraṃ</b> dadeyya, pācittiyaṃ.																	pahār	a masc	13	2	88		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pahāra&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
paviveka	ps		masc		paviviccati					retirement; solitude; seclusion			√vic 1 a (to separate)		pa + vi + √vic > vec > vek + *a	viveka	√vic				MN 139	araṇavibhaṅgasuttaṃ	idaṃ vuccati nekkhammasukhaṃ <b>paviveka</b>-sukhaṃ upasamasukhaṃ sambodhisukhaṃ.				AN 8.53	saṃkhittasuttaṃ	santuṭṭhiyā saṃvattanti, no asantuṭṭhiyā; <b>pavivekāya</b> saṃvattanti, no saṅgaṇikāya	Saṅkhitta-dhamma	The Dhamma in Brief	Teachings							24n	pavivek	a masc	13	2	95	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paviveka&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pariyāya 8	p		masc		pariyeti					order; succession; course; sequence; lit. going around			√i 1 a (to come, go)		pari + [y] + √i > āy + *a	paryāya	√i				MN 20	vitakkasaṇṭhānasuttaṃ	ayaṃ vuccati, bhikkhave, bhikkhu vasī vitakka-<b>pariyāya</b>-pathesu. yaṃ vitakkaṃ ākaṅkhissati taṃ vitakkaṃ vitakkessati, yaṃ vitakkaṃ nākaṅkhissati na taṃ vitakkaṃ vitakkessati. 																	pariyāy	a masc	13	2	476	[sound:pariyāya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pariyāya 8&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pariyāya 5	p		masc		pariyeti					layer; overlay; covering; lit. going around			√i 1 a (to come, go)		pari + [y] + √i > ay + *a	paryāya	√i		(VINa) dvatticchadanassa pariyāyan'ti chadanassa dvattipariyāyaṃ, pariyāyo vuccati parikkhepo, parikkhepadvayaṃ vā parikkhepattayaṃ vā adhiṭṭhātabban'ti attho.		VIN PAT PC 19	mahallakavihāra sikkhāpada	mahallakaṃ pana bhikkhunā vihāraṃ kārayamānena yāva dvārakosā aggaḷa-ṭṭhapanāya āloka-sandhi-parikammāya dvatti-cchadanassa <b>pariyāyaṃ</b>																	pariyāy	a masc	13	2	476	[sound:pariyāya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pariyāya 5&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pariyāya 3	p		masc		pariyeti					turn; cycle; lap; lit. going around			√i 1 a (to come, go)		pari + [y] + √i > āy + *a	paryāya	√i				AN 6.63	nibbedhikasuttaṃ	tividh’āhaṃ kammānaṃ vipākaṃ vadāmi — diṭṭh’eva dhamme, upapajjaṃ vā, apare vā <b>pariyāye</b>. ayaṃ vuccati kammānaṃ vipāko.																	pariyāy	a masc	13	2	476	[sound:pariyāya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pariyāya 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pariyāya 2	pp		masc		pariyeti					discourse; instruction; explanation; lit. going around			√i 1 a (to come, go)		pari + [y] + √i > āy + *a	paryāya	√i				AN 6.63	nibbedhikasuttaṃ	ayaṃ kho so, bhikkhave, nibbedhika-<b>pariyāyo</b> dhamma-<b>pariyāyo</b>”ti				SN 36.22	aṭṭhasatasuttaṃ	dve’pi mayā, bhikkhave, vedanā vuttā <b>pariyāyena</b>; tisso’pi mayā vedanā vuttā <b>pariyāyena</b>; pañca’pi mayā vedanā vuttā <b>pariyāyena</b>; cha’pi mayā vedanā vuttā <b>pariyāyena</b>											pariyāy	a masc	13	2	476	[sound:pariyāya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pariyāya 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pariyāya 1	p		masc		pariyeti					way; means; method; figure of speech; way of saying; lit. going around			√i 1 a (to come, go)		pari + [y] + √i > āy + *a	paryāya	√i				DN 3.15	ambaṭṭhasuttaṃ	‘cakkhumanto rūpāni dakkhantī’ti; evam’evaṃ bhotā gotamena aneka-<b>pariyāyena</b> dhammo pakāsito.																	pariyāy	a masc	13	2	476	[sound:pariyāya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pariyāya 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
parikkhaya	pp		masc		parikhīyati					exhaustion; destruction; waste; loss; ruin			√khī 1 a (to destroy, exhaust)		pari + √khī > khay + *a	parikṣaya	√kṣi				MN 152	indriyabhāvanāsuttaṃ	balavā puriso divasaṃ-santatte ayo-kaṭāhe dve vā tīṇi vā udaka-phusitāni nipāteyya. dandho, ānanda, udaka-phusitānaṃ nipāto, atha kho naṃ khippam’eva <b>parikkhayaṃ</b> pariyādānaṃ gaccheyya;				DHP 139	daṇḍavaggo	rājato vā upasaggaṃ, abbhakkhānañ'ca dāruṇaṃ,<br/><b>parikkhayañ</b>'ca ñātīnaṃ, bhogānañ'ca pabhaṅguraṃ.											parikkhay	a masc	13	2	370		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=parikkhaya&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
