Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio	Feedback
saddahati	pp		pr					trans	+acc	believes; has faith in; has confidence in			√dhā 1 a (to place, support)	√dhā + a > daha (irreg)	sad + daha + ti	śraddadhāti	√dhā				AN 7.67	nagaropamasuttaṃ	seyyathā’pi rañño paccantime nagare esikā hoti gambhīranemā sunikhātā acalā asampavedhī abbhantarānaṃ guttiyā bāhirānaṃ paṭighātāya. evam’evaṃ kho ariyasāvako saddho hoti, <b>saddahati</b> tathāgatassa bodhiṃ				SN 22.85	yamakasuttaṃ	tassa so gahapati vā gahapatiputto vā mittato’pi naṃ <b>saddaheyya</b>; suhajjato’pi naṃ saddaheyya; tasmiñ’ca vissāsaṃ āpajjeyya.											saddah	ati pr	13	3	92		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saddahati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sañjānāti	pp		pr					trans	+acc	knows as; perceives; conceives; recognizes			√ñā 5 nā (to know)	√ñā + nā > jānā	saṃ + jānā + ti	saṃjānāti	√jñā				MN 2.2	sabbāsavasuttaṃ	cha diṭṭhiyo: ‘atthi me attā’ti vā ‘n’atthi me attā’ti vā ‘attanā’va attānaṃ <b>sañjānāmī</b>’ti vā ‘attanā’va anattānaṃ <b>sañjānāmī</b>’ti vā ‘anattanā’va attānaṃ <b>sañjānāmī</b>’ti vā assa saccato thetato diṭṭhi uppajjati				SN 22.79	khajjanīyasuttaṃ	nīlam’pi <b>sañjānāti</b>, pītakam’pi <b>sañjānāti</b>, lohitakam’pi <b>sañjānāti</b>, odātam’pi <b>sañjānāti</b>. <b>sañjānātī</b>’ti kho, bhikkhave, tasmā ‘saññā’ti vuccati.											sañjān	āti pr	13	3	196		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sañjānāti&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ramati	ps		pr					intrans	+loc	enjoys; finds pleasure (in); takes delight (in); likes			√ram 1 a (to delight, please)	√ram + a > rama	rama + ti	ramate	√ram			ramatī with metrically lengthened ī	DHP 116	pāpavaggo	abhittharetha kalyāṇe, pāpā cittaṃ nivāraye, <br/>dandhañ’hi karoto puññaṃ, pāpasmiṃ <b>ramatī</b> mano.				DHP 091	arahantavaggo	uyyuñjanti satīmanto, na nikete <b>ramanti</b> te, <br/>haṃsā’va pallalaṃ hitvā, okam’okaṃ jahanti te.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses							15n	ram	ati pr	13	3	120	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ramati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
yajati	p		pr					trans	+acc	makes a sacrifice; sacrifices; offers alms			√yaj 1 a (to honour, sacrifice)	√yaj + a > yaja	yaja + ti	yajati	√yaj				DHP 106	sahassavaggo	māse māse sahassena, yo <b>yajetha</b> sataṃ samaṃ,<br/>ekañ'ca bhāvit'attānaṃ, muhuttam'api pūjaye,<br/>sā'y'eva pūjanā seyyo, yañ'ce vassasataṃ hutaṃ.																	yaj	ati pr	13	3	90		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=yajati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
marati	s		pr					intrans		dies; is killed			√mar 1 a (to die)	√mar + a > mara	mara + ti	mriyate, marati	√mṛ										Thai		sabbe sattā <b>maranti</b> ca mariṃsu ca marissare, tath’ev’āhaṃ marissāmi, n’atthi me ettha saṃsayo	Paṃsu-kūla		Funeral Chants							67n	mar	ati pr	13	3	88	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=marati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhāsati 2	p		pr					intrans		shines; radiates			√bhās 1 a (to shine)	√bhās + a > bhāsa	bhāsa + ti	bhāṣati	√bhās				SN 22.102	aniccasaññāsuttaṃ	seyyathā'pi, bhikkhave, saradasamaye viddhe vigatavalāhake deve ādicco nabhaṃ abbhussakkamāno sabbaṃ ākāsagataṃ tamagataṃ abhivihacca <b>bhāsate</b> ca tapate ca virocate ca																	bhās	ati pr	13	3	833	[sound:bhāsati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhāsati 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhāyati	pp		pr					intrans	+acc +dat	is afraid; fears			√bhī 1 a (to fear)	√bhī + *a > bhāya	bhāya + ti	bhayate	√bhī				MN 36	mahāsaccakasuttaṃ	‘na kho ahaṃ tassa sukhassa <b>bhāyāmi</b>, yaṃ taṃ sukhaṃ aññatr’eva kāmehi aññatra akusalehi dhammehī’ti.				DHP 129	daṇḍavaggo	sabbe tasanti daṇḍassa, sabbe <b>bhāyanti</b> maccuno,<br/>attānaṃ upamaṃ katvā, na haneyya na ghātaye.											bhāy	ati pr	13	3	89		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhāyati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhavati 2	p		pr					intrans	+dat	exists (for)			√bhū 1 a (to be)	√bhū + a > bhava	bhava + ti	bhavati	√bhū				DHP 341	taṇhāvaggo	saritāni sinehitāni ca, somanassāni <b>bhavanti</b> jantuno,<br/>te sātasitā sukh'esino, te ve jātijar'ūpagā narā.																	bhav	ati pr	13	3	2812		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhavati 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhajati 2	ps		pr					trans	+acc	goes (to); resorts (to); retires (to); lit. associates (with)			√bhaj 1 a (to associate, keep company)	√bhaj + a > bhaja	bhaja + ti	bhajati	√bhaj				DHP 303	pakiṇṇakavaggo	saddho sīlena sampanno, yasobhogasamappito,<br/>yaṃ yaṃ padesaṃ <b>bhajati</b>, tattha tatth'eva pūjito.				MN 107	gaṇakamoggallānasuttaṃ	ehi tvaṃ, bhikkhu, vivittaṃ sen'āsanaṃ <b>bhajāhi</b> araññaṃ rukkhamūlaṃ pabbataṃ kandaraṃ giriguhaṃ susānaṃ vanapatthaṃ abbhokāsaṃ palālapuñjan’ti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	bhaj	ati pr	13	3	126	[sound:bhajati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhajati 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bandhati 2	p		pr					trans	+acc	prepares; readies; equips; sets up; lit. binds			√bandh 1 a (to bind, tie)	√bandh + a > bandha	bandha + ti	badhnāti	√bandh		(SNt) saddhā bandhati pātheyyan'ti ... pātheyyapuṭaṃ bandhati sambalaṃ sajjeti.		MN 140	dhātuvibhaṅgasuttaṃ	seyyathāpi, bhikkhave, suvaṇṇakāro vā suvaṇṇakār'antevāsī vā ukkaṃ <b>bandheyya</b>, ukkaṃ bandhitvā ukkāmukhaṃ ālimpeyya																	bandh	ati pr	13	3	130	[sound:bandhati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bandhati 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
phusati 3	ps		pr					trans	+acc	(of meditation attainments or Nibbāna) experiences; reaches; attains; achieves; lit. touches			√phus 1 a (to touch)	√phus + a > phusa	phusa + ti	spṛśati	√spṛś				DHP 023	appamādavaggo	te jhāyino sātatikā, niccaṃ daḷhaparakkamā,<br/><b>phusanti</b> dhīrā nibbānaṃ, yogakkhemaṃ anuttaraṃ.				TH 257	pārāpariyattheragāthā	“saritvā pubbake yogī, tesaṃ vattam’anussaraṃ.<br/>kiñ’c’āpi pacchimo kālo, <b>phuseyya</b> amataṃ padaṃ.	Pārāpariya-thera-gāthā	From the Elder Pārāpariya	Verses							13n	phus	ati pr	13	3	134	[sound:phusati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=phusati 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
phusati 2	pp		pr					trans	+acc	affects; befalls; harms; impacts; lit. touches			√phus 1 a (to touch)	√phus + a > phusa	phusa + ti	spṛśati	√spṛś		(SNa) n'āphusantaṃ phusatī'ti kammaṃ aphusantaṃ vipāko na phusati, kammam'eva vā aphusantaṃ kammaṃ na phusati. kammañ'hi n'ākaroto kariyati.<br/>(SNa) tam'eva bālaṃ phusatī'ti taṃ'y'eva bālaṃ idhalokaparalokesu jighacchā ca pipāsā ca phusati anubandhati na vijahati.		DHP 133	daṇḍavaggo	m'āvoca pharusaṃ kañci, vuttā paṭivadeyyu taṃ,<br/>dukkhā hi sārambhakathā, paṭidaṇḍā <b>phuseyyu</b> taṃ.				SN 1.22	phusatisuttaṃ	n'āphusantaṃ phusati ca,<br/>phusantañ'ca tato phuse,<br/>tasmā phusantaṃ <b>phusati</b>,<br/>appaduṭṭhapadosinan'ti.											phus	ati pr	13	3	134	[sound:phusati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=phusati 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
passati 3	n		pr					trans	+acc	finds; encounters; meets with; lit. sees			√dis 1 a (to see)	√dis + a > passa (irreg)	passa + ti	paśyati; *spaśati	√dṛś				MN 4	bhayabheravasuttaṃ	yaṃnūn'āhaṃ yā tā rattiyo abhiññātā abhilakkhitā, cātuddasī pañcadasī aṭṭhamī ca pakkhassa, tathārūpāsu rattīsu yāni tāni ārāmacetiyāni vanacetiyāni rukkhacetiyāni bhiṃsanakāni salomahaṃsāni tathārūpesu sen'āsanesu vihareyyaṃ app'eva nām'āhaṃ bhayabheravaṃ <b>passeyyan</b>'ti.																	pass	ati pr	13	3	1869		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=passati 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pasīdati	pp		pr					intrans		becomes settled down; is bright; becomes clear			√sad 1 a (to sink, sit, settle)	√sad + a > sīda (irreg)	pa + sīda + ti	prasīdati	√sad				AN 3.71	uposathasuttaṃ	tassa attano ca tāsañ’ca devatānaṃ saddhañ’ca sīlañ’ca sutañ’ca cāgañ’ca paññañ’ca anussarato cittaṃ <b>pasīdati</b>				AN 8.30	anuruddha mahāvitakkasuttaṃ	idha, bhikkhave, bhikkhuno papañca-nirodhe cittaṃ pakkhandati <b>pasīdati</b> santiṭṭhati vimuccati. ‘nippapañc’ārāmass’āyaṃ											pasīd	ati pr	13	3	149		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pasīdati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pasaṃsati	pp		pr					trans	+acc	praises; approves (of); commends			√saṃs 1 a (to proclaim, praise)	√saṃs + a > saṃsa	pa + saṃsa + ti	praśaṃsati	√śaṃs				SN 3.17	appamādasuttaṃ	appamādaṃ <b>pasaṃsanti</b>, puññakiriyāsu paṇḍitā.<br/>appamatto ubho atthe, adhiggaṇhāti paṇḍito.				SN 1.71	chetvāsuttaṃ	kodhaṃ jhatvā sukhaṃ seti, kodhaṃ jhatvā na socati, kodhassa visa-mūlassa, madhur’aggassa devate, vadhaṃ ariyā <b>pasaṃsanti</b>, tañ’hi jhatvā na socatī’ti.											pasaṃs	ati pr	13	3	85		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pasaṃsati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pariharati 1	p		pr					intrans		goes around; revolves; lit. carries around			√har 1 a (to carry)	√har + a > hara	pari + hara + ti	pariharati	√hṛ				AN 10.29	paṭhamakosalasuttaṃ	yāvatā, bhikkhave, candimasūriyā <b>pariharanti</b> disā bhanti virocamānā, tāva sahassadhā loko.																	parihar	ati pr	13	3	126	[sound:pariharati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pariharati 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pariyāpuṇāti	p		pr					trans	+acc	masters; studies; learns thoroughly; lit. reachs			√ap 4 uṇā (to reach, attain)	√ap + uṇā > apuṇā	pari + [y] + ā + apuṇā + ti	paryavāpnoti	√āp				MN 22	alagaddūpamasuttaṃ	idha ekacce moghapurisā dhammaṃ <b>pariyāpuṇanti</b>—suttaṃ, geyyaṃ, veyyākaraṇaṃ, gāthaṃ, udānaṃ, itivuttakaṃ, jātakaṃ, abbhutadhammaṃ, vedallaṃ.																	pariyāpuṇ	āti pr	13	3	84		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pariyāpuṇāti&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
paribhāsati	p		pr					trans	+acc	abuses; reviles; insults; badmouths			√bhās 1 a (to speak)	√bhās + a > bhāsa	pari + bhāsa + ti	paribhāṣate	√bhāṣ		(MNa) paribhāsantī'ti tayā idañ'c'idañ'ca kataṃ, evañ'ca evañ'ca taṃ karissāmā'ti vācāya paribhāsanti.		SN 35.88	puṇṇasuttaṃ	sace taṃ, puṇṇa, sunāparantakā manussā akkosissanti <b>paribhāsissanti</b>, tatra te, puṇṇa, kin’ti bhavissatī”ti?																	paribhās	ati pr	13	3	100		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paribhāsati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
parāmasati 2	p		pr					trans	+acc	holds on to; deals with; takes up; is attached			√mas 1 a (to touch, rub)	√mas + a > masa	parā + masa + ti	parāmṛśati	√mṛś				DN 1.6	brahmajālasuttaṃ	tato ca uttaritaraṃ pajānāti; tañ’ca pajānanaṃ na <b>parāmasati</b>, aparāmasato c’assa paccattaññ’eva nibbuti viditā.																	parāmas	ati pr	13	3	89		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=parāmasati 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
parāmasati 1	p		pr					trans	+acc	touches; strokes; rubs			√mas 1 a (to touch, rub)	√mas + a > masa	parā + masa + ti	parāmṛśati	√mṛś				AN 5.23	upakkilesasuttaṃ	ime'pi candimasuriye evaṃmah'iddhike evaṃmahānubhāve pāṇinā <b>parāmaseyyaṃ</b> parimajjeyyaṃ, yāva brahmalokā'pi kāyena vasaṃ vatteyyan'ti																	parāmas	ati pr	13	3	89		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=parāmasati 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
payirupāsati	pp		pr					trans	+acc	associates closely (with); attends closely (to); honours; lit. sits closely around			√ās 1 a (to sit)	√ās + a > āsa	pari + upa + āsa + ti	paryupāste	√ās			metathesis pari + upa > payirupa	MN 70	kīṭāgirisuttaṃ	idha saddhājāto upasaṅkamati, upasaṅkamanto <b>payirupāsati</b>, payirupāsanto sotaṃ odahati, ohitasoto dhammaṃ suṇāti, sutvā dhammaṃ dhāreti, dhatānaṃ dhammānaṃ atthaṃ upaparikkhati, 				DHP 064	bālavaggo	yāvajīvam’pi ce bālo, paṇḍitaṃ <b>payirupāsati</b>, <br/>na so dhammaṃ vijānāti, dabbī sūparasaṃ yathā.											payirupās	ati pr	13	3	126		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=payirupāsati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
papatati 2	pp		pr					trans	+acc	falls down; falls off; falls (into)			√pat 1 a (to fall)	√pat + a > pata	pa + pata + ti	prapatati	√pat				SN 12.63	puttamaṃsūpamasuttaṃ	‘imaṃ c’āhaṃ aṅgārakāsuṃ <b>papatissāmi</b>, tatonidānaṃ maraṇaṃ vā nigacchāmi maraṇa-mattaṃ vā dukkhan’ti.				AN 8.74	dutiya maraṇassatisuttaṃ	upakkhalitvā vā <b>papateyyaṃ</b>, bhattaṃ vā me bhuttaṃ byāpajjeyya, pittaṃ vā me kuppeyya, semhaṃ vā me kuppeyya, satthakā vā me vātā kuppeyyuṃ,											papat	ati pr	13	3	86		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=papatati 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
papatati 1	p		pr					intrans	+abl	falls; falls down from			√pat 1 a (to fall)	√pat + a > pata	pa + pata + ti	prapatati	√pat				DHP 336	taṇhāvaggo	yo c'etaṃ sahate jammiṃ, taṇhaṃ loke duraccayaṃ,<br/>sokā tamhā <b>papatanti</b>, udabindu'va pokkharā.																	papat	ati pr	13	3	86		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=papatati 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
patati	s		pr					intrans	+loc	falls; falls (on); land (on)			√pat 1 a (to fall)	√pat + a > pata	pata + ti	patati	√pat										TH 251	raṭṭhapālattheragāthā	duma-pphalānī’va <b>patanti</b> māṇavā, daharā ca vuḍḍhā ca sarīra-bhedā. <br/>etam’pi disvā pabbajito’mhi rāja, apaṇṇakaṃ sāmaññam’eva seyyo.	Raṭṭhapāla-thera-gāthā	From the Elder Raṭṭhapāla	Verses							12n	pat	ati pr	13	3	80	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=patati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
paṭisevati 3	p		pr					trans	+acc	experiences; enjoys; suffers; reaps; lit. associates			√sev 1 a (to serve, associate)	√sev + a > seva	pati + seva + ti	pratisevate	√sev				DHP 067	bālavaggo	na taṃ kammaṃ kataṃ sādhu, yaṃ katvā anutappati,<br/>yassa assumukho rodaṃ, vipākaṃ <b>paṭisevati</b>.																	paṭisev	ati pr	13	3	115		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭisevati 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
paṭisañcikkhati	ps		pr					intrans	+adv	reflects; considers			√cikkh 1 a (to show, tell)	√cikkh + a > cikkha	pati + saṃ + cikkha + ti	pratisaṃkhyā	√khyā				AN 5.57	abhiṇhapaccavekkhitabbaṭhānasuttaṃ	sa kho so ariyasāvako iti <b>paṭisañcikkhati</b>, na kho ahaññ’ev’eko jarā-dhammo jaraṃ anatīto				MN 27	cūḷahatthipadopamasuttaṃ	so taṃ dhammaṃ sutvā tathāgate saddhaṃ paṭilabhati. so tena saddhāpaṭilābhena samannāgato iti <b>paṭisañcikkhati</b>	Anupubba-sikkhā	The Gradual Training	Teachings							18n	paṭisañcikkh	ati pr	13	3	218	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭisañcikkhati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
paṭipucchati	p		pr					ditrans	+acc & +acc	asks about; puts a question (to); returns the question			√pucch 1 a (to ask, question)	√pucch + a > puccha	pati + puccha + ti	pratipṛcchati	√prach				MN 18	madhupiṇḍikasuttaṃ	yaṃnūna mayaṃ yen'āyasmā mahākaccāno ten'upasaṅkameyyāma, upasaṅkamitvā āyasmantaṃ mahākaccānaṃ etam'atthaṃ <b>paṭipuccheyyāmā</b>'ti																	paṭipucch	ati pr	13	3	85		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭipucchati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
paṭinissajjati	pp		pr					trans	+acc	gives up; relinquishes; drops; abandons			√sajj 1 a (to relinquish, let loose)	√sajj + a > sajja	pati + nī + sajja + ti	pratiniḥsṛjati	√sṛj				VIN PAT SA 10	saṅghabheda sikkhāpada	yāvatatiyañ’ce samanubhāsiyamāno taṃ <b>paṭinissajjeyya</b>, icc'etaṃ kusalaṃ. no ce <b>paṭinissajjeyya</b>, saṅghādiseso.				MN 54.2	potaliyasuttaṃ	sace so gijjho vā kaṅko vā kulalo vā taṃ maṃsapesiṃ na khippam’eva <b>paṭinissajjeyya</b>, so tatonidānaṃ maraṇaṃ vā nigaccheyya maraṇamattaṃ vā dukkhan”ti?											paṭinissajj	ati pr	13	3	149		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭinissajjati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
paṭijānāti 1	p		pr					trans	+acc	agrees; acknowledges; admits; assents; confirms			√ñā 5 nā (to know)	√ñā + nā > jānā	pati + jānā + ti	pratijānāti	√jñā				MN 40	cūḷāssapurasuttaṃ	samaṇā samaṇā'ti vo, bhikkhave, jano sañjānāti. tumhe ca pana, ke tumhe'ti puṭṭhā samānā, samaṇ'āmhā'ti <b>paṭijānātha</b>.																	paṭijān	āti pr	13	3	232	[sound:paṭijānāti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭijānāti 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
paggaṇhāti 4	p		pr					trans	+acc	upholds; favours; supports; persist; lit. takes forward			√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	pa + gaṇhā + ti	pragṛhṇāti	√grah √gṛbh				VIN PAT SA 10	saṅghabheda sikkhāpada	evañ’ca so bhikkhu bhikkhūhi vuccamāno tath'eva <b>paggaṇheyya</b>, so bhikkhu bhikkhūhi yāvatatiyaṃ samanubhāsitabbo tassa paṭinissaggāya.																	paggaṇh	āti pr	13	3	112	[sound:paggaṇhāti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paggaṇhāti 4&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
paggaṇhāti 1	p		pr					trans	+acc	takes up; befriends			√gah 6 ṇhā (to grasp, take)	√gah + ṇhā > gaṇhā	pa + gaṇhā + ti	pragṛhṇāti	√grah √gṛbh √gṛh				JA 150	sañjīva jātakaṃ	asantaṃ yo <b>paggaṇhāti</b>, asantaṃ c’ūpasevati, tam’eva ghāsaṃ kurute, byaggho sañjīvako yathā’ti.																	paggaṇh	āti pr	13	3	112	[sound:paggaṇhāti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paggaṇhāti 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
