Pāli1	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Pāli Root	Base	Construction	Sanskrit	Sk Root	Source1	Sutta1	Example1	Source 2	Sutta2	Example 2	Stem	Pattern	count	Feedback	Tag	marks
dhāreti	pr					trans	+acc	holds up; holds out; lit. carries		√dhar 8 *e (to wear, hold, carry)	√dhar + *e > dhāre	dhāre + ti	dhārayati	√dhṛ	MN 7	vatthasuttaṃ	seyyathā'pi, bho gotama, nikkujjitaṃ vā ukkujjeyya, paṭicchannaṃ vā vivareyya, mūḷhassa vā maggaṃ ācikkheyya, andhakāre vā telapajjotaṃ <b>dhāreyya</b>, cakkhumanto rūpāni dakkhantī'ti.				dhār	eti pr	737.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dhāreti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
dhāreti	pr					trans	+acc	carries; bears		√dhar 8 *e (to wear, hold, carry)	√dhar + *e > dhāre	dhāre + ti	dhārayati	√dhṛ	ITI 62	indriyasuttaṃ	sa ve indriyasampanno,<br/>santo santipade rato,<br/><b>dhāreti</b> antimaṃ dehaṃ,<br/>jetvā māraṃ savāhinin'ti.				dhār	eti pr	737.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dhāreti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
dhāreti	pr					ditrans	+acc & +acc	bears in mind; keeps in mind; remembers; lit. carries		√dhar 8 *e (to wear, hold, carry)	√dhar + *e > dhāre	dhāre + ti	dhārayati	√dhṛ	DN 2.32	sāmaññaphalasuttaṃ	maṃ bhagavā <b>dhāretu</b> ajja't'agge pāṇ'upetaṃ saraṇaṃ gataṃ				dhār	eti pr	737.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dhāreti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
dhāreti	pr					trans	+acc	owes (a debt); lit. carries		√dhar 8 *e (to wear, hold, carry)	√dhar + *e > dhāre	dhāre + ti	dhārayati	√dhṛ	AN 4.62	ānaṇyasuttaṃ	katamañ'ca, gahapati, ānaṇyasukhaṃ? idha, gahapati, kulaputto na kassaci kiñci <b>dhāreti</b> appaṃ vā bahuṃ vā.				dhār	eti pr	737.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dhāreti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
dhāreti	pr					trans	+acc	wears; dresses (in); lit. carries		√dhar 8 *e (to wear, hold, carry)	√dhar + *e > dhāre	dhāre + ti	dhārayati	√dhṛ	AN 4.198	attantapasuttaṃ	so sāṇāni'pi <b>dhāreti</b> masāṇāni'pi <b>dhāreti</b> chavadussāni'pi <b>dhāreti</b> paṃsukūlāni'pi <b>dhāreti</b> tirīṭāni'pi <b>dhāreti</b> ajinam'pi <b>dhāreti</b> ajinakkhipam'pi <b>dhāreti</b> kusacīram'pi <b>dhāreti</b> vākacīram'pi <b>dhāreti</b> phalakacīram'pi <b>dhāreti</b> kesakambalam'pi <b>dhāreti</b> vāḷakambalam'pi <b>dhāreti</b> ulūkapakkham'pi <b>dhāreti</b>				dhār	eti pr	737.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dhāreti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
nandati	pr					intrans	+instr	is happy (with); delights (in); likes; enjoys		√nand 1 a (to delight, enjoy)	√nand + a > nanda	nanda + ti	nandati	√nand	SN 1.12	nandatisuttaṃ	<b>nandati</b> puttehi puttimā,<br/>gomā gohi tath'eva <b>nandati</b>,<br/>upadhīhi narassa nandanā,<br/>na hi so <b>nandati</b> yo nirūpadhī'ti.				nand	ati pr	165.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nandati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
nappajānāti	pr		pajānāti	neg		trans	+acc	does not know; does not clearly understand; does not distinguish		√ñā 5 nā (to know)	√ñā + nā > jānā	na + pa + jānā + ti<br/>na + pajānāti	na + prajānāti	√jñā	MN 2.2	sabbāsavasuttaṃ	idha, bhikkhave, assutavā puthujjano manasikaraṇīye dhamme <b>nappajānāti</b>, amanasikaraṇīye dhamme <b>nappajānāti</b>				nappajān	āti pr	462.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nappajānāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
namati	pr					intrans	+dat	bends (towards); inclines (to); veers (towards)		√nam 1 a (to bend)	√nam + a > nama	nama + ti	namati	√nam	MN 19	dvedhāvitakkasuttaṃ	kāmavitakkaṃ ce, bhikkhave, bhikkhu bahulam'anuvitakketi anuvicāreti, pahāsi nekkhammavitakkaṃ, kāmavitakkaṃ bahulam'akāsi, tassa taṃ kāmavitakkāya cittaṃ <b>namati</b>.				nam	ati pr	153.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=namati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
namati	pr					-				√nam 1 a (to bend)	√nam + a > nama	nama + ti	namati	√nam							nam	ati pr	153.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=namati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
nābhinandati	pr		abhinandati	neg		trans	+acc	does not take delight (in); is not pleased (with); does not find pleasure (in)		√nand 1 a (to delight, enjoy)	√nand + a > nanda	na + abhi + nanda + ti<br/>na + abhinandati	na + abhinandati	√nand	TH 259	sāriputtattheragāthā	<b>n'ābhinandāmi</b> maraṇaṃ,<br/><b>n'ābhinandāmi</b> jīvitaṃ,<br/>nikkhipissaṃ imaṃ kāyaṃ,<br/>sampajāno patissato.				nābhinand	ati pr	127.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nābhinandati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
nābhinandati	pr		abhinandati	neg		trans	+acc	does not wish (for); does not long (for); does not desire		√nand 1 a (to delight, enjoy)	√nand + a > nanda	na + abhi + nanda + ti<br/>na + abhinandati	na + abhinandati	√nand	SN 1.43	annasuttaṃ	annam'ev'ābhinandanti,<br/>ubhaye devamānusā,<br/>atha ko nāma so yakkho,<br/>yaṃ annaṃ <b>n'ābhinandatī</b>'ti.				nābhinand	ati pr	127.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nābhinandati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
nigacchati	pr					trans	+acc	(of something bad) suffers; experiences; undergoes; falls (into)		√gam 1 a (to go)	√gam + a > gaccha (irreg)	ni + gaccha + ti	nigacchati	√gam	DHP 69	bālavaggo	madhu'vā maññati bālo,<br/>yāva pāpaṃ na paccati,<br/>yadā ca paccati pāpaṃ,<br/>bālo dukkhaṃ <b>nigacchati</b>.				nigacch	ati pr	126.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nigacchati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
nibbindati	pr					intrans	+loc	is dis-enchanted (with); is disinterested (in); is disillusioned (by); loses interest (in); is dispassionate (towards)		√vid 2 ṃa (to feel, like)	√vid + ṃa > vinda > binda	nī + binda + ti	nirvidyate	√vid	AN 9.15	gaṇḍasuttaṃ	yaṃ kiñci pasavati, asuci'y'eva pasavati, duggandhaṃ'y'eva pasavati, jegucchiyaṃ'y'eva pasavati. tasmā't'iha, bhikkhave, imasmiṃ kāye <b>nibbindathā</b>'ti.				nibbind	ati pr	423.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nibbindati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
nibbindati	pr					intrans	+abl	gives up; forgets; leaves alone		√vid 2 ṃa (to feel, like)	√vid + ṃa > vinda > binda	nī + binda + ti	nirvidyate	√vid	MN 50	māratajjanīyasuttaṃ	karoto cīyati pāpaṃ,<br/>cirarattāya antaka,<br/>māra <b>nibbinda</b> buddhamhā,<br/>āsaṃ m'ākāsi bhikkhusu.				nibbind	ati pr	423.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nibbindati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
nisīdati	pr					intrans	+loc	sits (on); sits down (in)		√sad 1 a (to sink, sit, settle)	√sad + a > sīda (irreg)	ni + sīda + ti	niṣīdati	√sad	SNP 22	uṭṭhānasuttaṃ<br/>cūḷavaggo 10	uṭṭhahatha <b>nisīdatha</b>,<br/>ko attho supitena vo,<br/>āturānañ'hi kā niddā,<br/>sallaviddhāna ruppataṃ.				nisīd	ati pr	229.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nisīdati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
pakkamati	pr					intrans	+abl	goes (from); goes away (from); leaves (from)		√kam 1 a (to go)	√kam + a > kama	pa + kama + ti	prakrāmati	√kram	VIN PAT PC 16	dutiyasenāsanasikkhāpadaṃ	yo pana bhikkhu saṅghike vihāre jānaṃ pubb'upagataṃ bhikkhuṃ anupakhajja seyyaṃ kappeyya yassa sambādho bhavissati, so <b>pakkamissatī</b>'ti etad'eva paccayaṃ karitvā anaññaṃ, pācittiyaṃ.				pakkam	ati pr	237.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pakkamati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
pakkamati	pr					intrans	+instr	steps forward (with); advances (with)		√kam 1 a (to go)	√kam + a > kama	pa + kama + ti	prakrāmati	√kram	MN 91	brahmāyusuttaṃ	gacchanto kho pana so bhavaṃ gotamo dakkhiṇen'eva pādena paṭhamaṃ <b>pakkamati</b>. so n'ātidūre pādaṃ uddharati, n'āccāsanne pādaṃ nikkhipati, so n'ātisīghaṃ gacchati, n'ātisaṇikaṃ gacchati				pakkam	ati pr	237.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pakkamati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
pakkamati	pr					intrans	+loc	attacks; prosecutes; inflicts punishment (on); lit. advances (in)		√kam 1 a (to go)	√kam + a > kama	pa + kama + ti	prakrāmati	√kram	SN 3.1	daharasuttaṃ	ṭhānañ'hi so manuj'indo,<br/>rajjaṃ laddhāna khattiyo,<br/>so kuddho rājadaṇḍena,<br/>tasmiṃ <b>pakkamate</b> bhusaṃ,<br/>tasmā taṃ parivajjeyya,<br/>rakkhaṃ jīvitam'attano.				pakkam	ati pr	237.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pakkamati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
paggaṇhāti	pr					trans	+acc	takes up; befriends		√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	pa + gaṇhā + ti	pragṛhṇāti	√grah √grabh	JA 150	sañjīva jātakaṃ	asantaṃ yo <b>paggaṇhāti</b>,<br/>asantaṃ c'ūpasevati,<br/>tam'eva ghāsaṃ kurute,<br/>byaggho sañjīvako yathā'ti.				paggaṇh	āti pr	112.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paggaṇhāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
paggaṇhāti	pr					trans	+acc	holds up; raises up		√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	pa + gaṇhā + ti	pragṛhṇāti	√grah √grabh	AN 4.48	visākhasuttaṃ	bhāsaye jotaye dhammaṃ,<br/><b>paggaṇhe</b> isinaṃ dhajaṃ,<br/>subhāsitadhajā isayo,<br/>dhammo hi isinaṃ dhajo'ti.				paggaṇh	āti pr	112.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paggaṇhāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
paggaṇhāti	pr					trans	+acc	applies effort; strives on; goes for it; endeavours		√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	pa + gaṇhā + ti	pragṛhṇāti	√grah √grabh	JAa 1.N.1	sumedha kathā	tvaṃ attano vīriyaṃ daḷhaṃ katvā <b>paggaṇhā</b>'ti bodhisattaṃ nānappakārāhi thutīhi abhitthuniṃsu.				paggaṇh	āti pr	112.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paggaṇhāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
paggaṇhāti	pr					trans	+acc	upholds; favours; supports; lit. takes forward		√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	pa + gaṇhā + ti	pragṛhṇāti	√grah √grabh	VIN PAT SA 10	saṅghabhedasikkhāpadaṃ	evañ'ca so bhikkhu bhikkhūhi vuccamāno tath'eva <b>paggaṇheyya</b>, so bhikkhu bhikkhūhi yāvatatiyaṃ samanubhāsitabbo tassa paṭinissaggāya				paggaṇh	āti pr	112.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paggaṇhāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
pajahati	pr					trans	+acc	gives up; abandons; lets go (of)		√hā 1 a (to abandon)	√hā + hā + a > jaha	pa + jaha + ti	prajahāti	√hā	AN 2.19	adhikaraṇavaggo	akusalaṃ, bhikkhave, <b>pajahatha</b>. sakkā, bhikkhave, akusalaṃ pajahituṃ. no c'etaṃ, bhikkhave, sakkā abhavissa akusalaṃ pajahituṃ, n'āhaṃ evaṃ vadeyyaṃ, akusalaṃ, bhikkhave, <b>pajahathā</b>'ti.				pajah	ati pr	440.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pajahati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
pajānāti	pr					trans	+acc	knows; knows clearly; understands; distinguishes		√ñā 5 nā (to know)	√ñā + nā > jānā	pa + jānā + ti	prajānāti	√jñā	SN 25.1	cakkhusuttaṃ	yo, bhikkhave, ime dhamme evaṃ <b>pajānāti</b> evaṃ passati, ayaṃ vuccati, sot'āpanno avinipātadhammo niyato sambodhiparāyano'ti.				pajān	āti pr	2534.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pajānāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
paṭiggaṇhāti	pr					trans	+acc	takes; accepts; receives		√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	pati + gaṇhā + ti	pratigṛhṇāti	√grah √grabh	VIN PAT NP 10	rājasikkhāpadaṃ	so ce dūto taṃ bhikkhuṃ upasaṅkamitvā evaṃ vadeyya, idaṃ kho, bhante, āyasmantaṃ uddissa cīvaracetāpannaṃ ābhataṃ, <b>paṭiggaṇhātu</b> āyasmā cīvaracetāpannan'ti.				paṭiggaṇh	āti pr	288.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭiggaṇhāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
paṭiggaṇhāti	pr					trans	+acc	(of an apology) accepts		√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	pati + gaṇhā + ti	pratigṛhṇāti	√grah √grabh	AN 4.159	bhikkhunīsuttaṃ	accayo maṃ, bhante, accagamā, yathābālaṃ yathāmūḷhaṃ yathāakusalaṃ, y'āhaṃ evam'akāsiṃ. tassā me, bhante, ayyo ānando accayaṃ accayato <b>paṭiggaṇhātu</b>, āyatiṃ saṃvarāyā'ti.				paṭiggaṇh	āti pr	288.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭiggaṇhāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
paṭijānāti	pr					trans	+acc	agrees; acknowledges; admits; assents; confirms		√ñā 5 nā (to know)	√ñā + nā > jānā	pati + jānā + ti	pratijānāti	√jñā	MN 40	cūḷāssapurasuttaṃ	samaṇā samaṇā'ti vo, bhikkhave, jano sañjānāti. tumhe ca pana, ke tumhe'ti puṭṭhā samānā, samaṇ'āmhā'ti <b>paṭijānātha</b>.				paṭijān	āti pr	232.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭijānāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
paṭijānāti	pr					trans	+acc	promises		√ñā 5 nā (to know)	√ñā + nā > jānā	pati + jānā + ti	pratijānāti	√jñā	TH 224	sundarasamuddattheragāthā	yuvā'si tvaṃ pabbajito,<br/>tiṭṭhāhi mama sāsane,<br/>bhuñja mānusake kāme,<br/>ahaṃ vittaṃ dadāmi te,<br/>saccaṃ te <b>paṭijānāmi</b>,<br/>aggiṃ vā te harām'ahaṃ.				paṭijān	āti pr	232.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭijānāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
paṭijānāti	pr					trans	+acc	makes the claim (of); claims (to be)		√ñā 5 nā (to know)	√ñā + nā > jānā	pati + jānā + ti	pratijānāti	√jñā	SN 22.1	nakulapitusuttaṃ	yo hi, gahapati, imaṃ kāyaṃ pariharanto muhuttam'pi ārogyaṃ <b>paṭijāneyya</b>, kimaññatra bālyā?				paṭijān	āti pr	232.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭijānāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
paṭijānāti	pr									√ñā 5 nā (to know)	√ñā + nā > jānā	pati + jānā + ti	pratijānāti	√jñā							paṭijān	āti pr	232.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭijānāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
paṭinissajjati	pr					trans	+acc	gives up; relinquishes; drops; abandons		√sajj 1 a (to relinquish, let loose)	√sajj + a > sajja	pati + nī + sajja + ti	pratiniḥsṛjati	√sṛj	VIN PAT SA 10	saṅghabhedasikkhāpadaṃ	yāvatatiyañ'ce samanubhāsiyamāno taṃ <b>paṭinissajjeyya</b>, icc'etaṃ kusalaṃ, no ce <b>paṭinissajjeyya</b>, saṅghādiseso.				paṭinissajj	ati pr	149.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭinissajjati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
paṭipajjati	pr					trans	+acc	follows a path; undertake a journey; travels		√pad 3 ya (to go, step)	√pad + ya > pajja	pati + pajja + ti	pratipadyate	√pad	VIN PAT PC 27	saṃvidhānasikkhāpadaṃ	yo pana bhikkhu bhikkhuniyā saddhiṃ saṃvidhāya ek'addhānamaggaṃ <b>paṭipajjeyya</b> antamaso gām'antaram'pi aññatra samayā, pācittiyaṃ.				paṭipajj	ati pr	190.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭipajjati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
paṭipajjati	pr					trans	+acc	practices; follows a course of action; follows a method		√pad 3 ya (to go, step)	√pad + ya > pajja	pati + pajja + ti	pratipadyate	√pad	SNP 37	nālakasuttaṃ<br/>mahāvaggo 11	hitvā icchañ'ca lobhañ'ca,<br/>yattha satto puthujjano,<br/>cakkhumā <b>paṭipajjeyya</b>,<br/>tareyya narakaṃ imaṃ.				paṭipajj	ati pr	190.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭipajjati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
paṭipajjati	pr					trans	+acc	goes to; walks along		√pad 3 ya (to go, step)	√pad + ya > pajja	pati + pajja + ti	pratipadyate	√pad	MN 54	potaliyasuttaṃ	seyyathāpi, gahapati, puriso yācitakaṃ bhogaṃ yācitvā yānaṃ vā poriseyyaṃ pavaramaṇikuṇḍalaṃ. so tehi yācitakehi bhogehi purakkhato parivuto antar'āpaṇaṃ <b>paṭipajjeyya</b>.				paṭipajj	ati pr	190.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭipajjati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
paṭibhāti	pr				impers	trans	+acc	comes to mind; occurs (to)		√bhā 1 a (to shine, speak)	√bhā + a > bhā	pati + bhā + ti	pratibhāti	√bhā	SN 46.55	saṅgāravasuttaṃ	ko pana, bho gotama, hetu, ko paccayo yen'ekadā dīgharattaṃ asajjhāyakatā'pi mantā <b>paṭibhanti</b>, pag'eva sajjhāyakatā'ti?				paṭibh	āti pr	179.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭibhāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
paṭisañcikkhati	pr					intrans	+adv	reflects; considers; discerns		√cikkh 1 a (to show, tell)	√cikkh + a > cikkha	pati + saṃ + cikkha + ti	pratisaṃśikṣati	√khyā √cakṣ	MN 43	mahāvedallasuttaṃ	katamā c'āvuso, suññatā cetovimutti? idh'āvuso, bhikkhu araññagato vā rukkhamūlagato vā suññ'āgāragato vā iti <b>paṭisañcikkhati</b>, suññam'idaṃ attena vā attaniyena vā'ti. ayaṃ vuccat'āvuso, suññatā cetovimutti.				paṭisañcikkh	ati pr	218.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭisañcikkhati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
paṭisaṃvedeti	pr					trans	+acc	personally experiences; undergoes; feels		√vid 8 *e (to know, sense, feel)	√vid + *e > vede	pati + saṃ + vede + ti	pratisaṃvedayati	√vid	MN 10.19	mahāsatipaṭṭhānasuttaṃ	sukhañ'ca kāyena <b>paṭisaṃvedeti</b> yaṃ taṃ ariyā ācikkhanti upekkhako satimā sukhavihārī'ti				paṭisaṃved	eti pr	331.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭisaṃvedeti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
